heliost_number,n.s,azimut_angle,x,y,power,net_power
0,0.832413,0,0,-2,0,0
1,0.813579,36.8699,1.5,-2,0,0
2,0.850201,36.8699,-1.5,-2,0,0
3,0.793957,56.3099,3,-2,506.2,506.2
4,0.866735,56.3099,-3,-2,0,506.2
5,0.773831,66.0375,4.5,-2,493.369,999.569
6,0.881866,66.0375,-4.5,-2,0,999.569
7,0.753496,71.5651,6,-2,480.404,1479.97
8,0.895515,71.5651,-6,-2,0,1479.97
9,0.73323,75.0686,7.5,-2,467.483,1947.46
10,0.907663,75.0686,-7.5,-2,0,1947.46
11,0.713282,77.4712,9,-2,454.765,2402.22
12,0.918348,77.4712,-9,-2,0,2402.22
13,0.693859,79.2157,10.5,-2,442.381,2844.6
14,0.927649,79.2157,-10.5,-2,591.438,3436.04
15,0.675122,80.5377,12,-2,430.435,3866.47
16,0.935674,80.5377,-12,-2,596.554,4463.03
17,0.657187,81.573,13.5,-2,419.001,4882.03
18,0.942545,81.573,-13.5,-2,600.935,5482.96
19,0.64013,82.4054,15,-2,408.125,5891.09
20,0.94839,82.4054,-15,-2,604.662,6495.75
21,0.62399,83.0888,16.5,-2,397.835,6893.59
22,0.953336,83.0888,-16.5,-2,607.815,7501.4
23,0.608777,83.6598,18,-2,388.136,7889.54
24,0.957501,83.6598,-18,-2,610.471,8500.01
25,0.594482,84.144,19.5,-2,379.022,8879.03
26,0.960994,84.144,-19.5,-2,612.698,9491.73
27,0.581079,84.5597,21,-2,370.476,9862.2
28,0.963912,84.5597,-21,-2,614.558,10476.8
29,0.56853,84.9204,22.5,-2,362.476,10839.2
30,0.966339,84.9204,-22.5,-2,616.106,11455.3
31,0.556793,85.2364,24,-2,354.993,11810.3
32,0.968351,85.2364,-24,-2,617.388,12427.7
33,0.54582,85.5154,25.5,-2,347.996,12775.7
34,0.970011,85.5154,-25.5,-2,618.446,13394.2
35,0.535561,85.7636,27,-2,341.456,13735.6
36,0.971373,85.7636,-27,-2,619.315,14354.9
37,0.525969,85.9858,28.5,-2,335.34,14690.3
38,0.972483,85.9858,-28.5,-2,620.022,15310.3
39,0.516996,86.1859,30,-2,329.619,15639.9
40,0.97338,86.1859,-30,-2,620.595,16260.5
41,0.508597,86.3671,31.5,-2,324.264,16584.8
42,0.974098,86.3671,-31.5,-2,621.052,17205.8
43,0.500728,86.5318,33,-2,319.248,17525.1
44,0.974665,86.5318,-33,-2,621.414,18146.5
45,0.493351,86.6822,34.5,-2,314.544,18461
46,0.975104,86.6822,-34.5,-2,621.694,19082.7
47,0.486428,86.8202,36,-2,310.13,19392.9
48,0.975435,86.8202,-36,-2,621.905,20014.8
49,0.479923,86.9471,37.5,-2,305.983,20320.7
50,0.975675,86.9471,-37.5,-2,622.058,20942.8
51,0.473805,87.0643,39,-2,302.082,21244.9
52,0.975838,87.0643,-39,-2,622.162,21867
53,0.468046,87.1729,40.5,-2,298.41,22165.5
54,0.975937,87.1729,-40.5,-2,622.224,22787.7
55,0.462617,87.2737,42,-2,294.949,23082.6
56,0.97598,87.2737,-42,-2,622.252,23704.9
57,0.457495,87.3676,43.5,-2,291.683,23996.6
58,0.975978,87.3676,-43.5,-2,622.251,24618.8
59,0.452656,87.4552,45,-2,288.598,24907.4
60,0.975936,87.4552,-45,-2,622.224,25529.6
61,0.44808,87.5372,46.5,-2,285.681,25815.3
62,0.975863,87.5372,-46.5,-2,622.177,26437.5
63,0.443748,87.6141,48,-2,282.919,26720.4
64,0.975762,87.6141,-48,-2,622.113,27342.5
65,0.439643,87.6863,49.5,-2,280.302,27622.8
66,0.975638,87.6863,-49.5,-2,622.034,28244.9
67,0.435749,87.7543,51,-2,277.819,28522.7
68,0.975495,87.7543,-51,-2,621.943,29144.6
69,0.43205,87.8184,52.5,-2,275.461,29420.1
70,0.975337,87.8184,-52.5,-2,621.842,30041.9
71,0.428534,87.8789,54,-2,273.219,30315.2
72,0.975165,87.8789,-54,-2,621.733,30936.9
73,0.425189,87.9362,55.5,-2,271.086,31208
74,0.974984,87.9362,-55.5,-2,621.617,31829.6
75,0.422002,87.9904,57,-2,269.054,32098.6
76,0.974793,87.9904,-57,-2,621.496,32720.1
77,0.418965,88.0419,58.5,-2,267.118,32987.3
78,0.974597,88.0419,-58.5,-2,621.37,33608.6
79,0.416066,88.0909,60,-2,265.27,33873.9
80,0.974394,88.0909,-60,-2,621.241,34495.1
81,0.413298,88.1374,61.5,-2,263.505,34758.6
82,0.974188,88.1374,-61.5,-2,621.11,35379.8
83,0.410652,88.1817,63,-2,261.818,35641.6
84,0.973979,88.1817,-63,-2,620.977,36262.5
85,0.408121,88.224,64.5,-2,260.204,36522.8
86,0.973768,88.224,-64.5,-2,620.842,37143.6
87,0.405698,88.2643,66,-2,258.659,37402.3
88,0.973556,88.2643,-66,-2,620.707,38023
89,0.403376,88.3028,67.5,-2,257.179,38280.1
90,0.973344,88.3028,-67.5,-2,620.571,38900.7
91,0.401149,88.3397,69,-2,255.759,39156.5
92,0.973132,88.3397,-69,-2,620.436,39776.9
93,0.399013,88.375,70.5,-2,254.397,40031.3
94,0.97292,88.375,-70.5,-2,620.301,40651.6
95,0.396961,88.4089,72,-2,253.089,40904.7
96,0.972709,88.4089,-72,-2,620.167,41524.9
97,0.39499,88.4413,73.5,-2,251.832,41776.7
98,0.9725,88.4413,-73.5,-2,620.033,42396.7
99,0.393094,88.4725,75,-2,250.624,42647.4
100,0.972292,88.4725,-75,-2,619.901,43267.3
101,0.841439,0,0,-3.5,536.473,43803.7
102,0.822978,23.1986,1.5,-3.5,524.703,44328.4
103,0.858845,23.1986,-1.5,-3.5,0,44328.4
104,0.803709,40.6013,3,-3.5,512.418,44840.8
105,0.874998,40.6013,-3,-3.5,0,44840.8
106,0.783908,52.125,4.5,-3.5,499.793,45340.6
107,0.889759,52.125,-4.5,-3.5,0,45340.6
108,0.763857,59.7436,6,-3.5,487.01,45827.7
109,0.903052,59.7436,-6,-3.5,0,45827.7
110,0.743831,64.9831,7.5,-3.5,474.242,46301.9
111,0.914866,64.9831,-7.5,-3.5,0,46301.9
112,0.724073,68.7495,9,-3.5,461.645,46763.5
113,0.925237,68.7495,-9,-3.5,0,46763.5
114,0.70479,71.5651,10.5,-3.5,449.351,47212.9
115,0.934247,71.5651,-10.5,-3.5,0,47212.9
116,0.686145,73.7398,12,-3.5,437.463,47650.4
117,0.942001,73.7398,-12,-3.5,0,47650.4
118,0.668255,75.4655,13.5,-3.5,426.057,48076.4
119,0.948621,75.4655,-13.5,-3.5,604.809,48681.2
120,0.651202,76.866,15,-3.5,415.184,49096.4
121,0.954233,76.866,-15,-3.5,608.387,49704.8
122,0.635029,78.0239,16.5,-3.5,404.873,50109.7
123,0.958962,78.0239,-16.5,-3.5,611.402,50721.1
124,0.619752,78.9965,18,-3.5,395.133,51116.2
125,0.962924,78.9965,-18,-3.5,613.928,51730.1
126,0.605367,79.8245,19.5,-3.5,385.962,52116.1
127,0.966227,79.8245,-19.5,-3.5,616.034,52732.1
128,0.591852,80.5377,21,-3.5,377.345,53109.5
129,0.968966,80.5377,-21,-3.5,617.78,53727.2
130,0.579175,81.1582,22.5,-3.5,369.262,54096.5
131,0.971226,81.1582,-22.5,-3.5,619.221,54715.7
132,0.567295,81.7029,24,-3.5,361.688,55077.4
133,0.97308,81.7029,-24,-3.5,620.403,55697.8
134,0.556169,82.1847,25.5,-3.5,354.595,56052.4
135,0.974589,82.1847,-25.5,-3.5,621.366,56673.8
136,0.54575,82.614,27,-3.5,347.952,57021.7
137,0.975809,82.614,-27,-3.5,622.143,57643.9
138,0.535993,82.9987,28.5,-3.5,341.731,57985.6
139,0.976785,82.9987,-28.5,-3.5,622.766,58608.4
140,0.526851,83.3456,30,-3.5,335.903,58944.3
141,0.977556,83.3456,-30,-3.5,623.257,59567.5
142,0.518282,83.6598,31.5,-3.5,330.439,59898
143,0.978153,83.6598,-31.5,-3.5,623.637,60521.6
144,0.510243,83.9458,33,-3.5,325.314,60846.9
145,0.978605,83.9458,-33,-3.5,623.926,61470.8
146,0.502696,84.2072,34.5,-3.5,320.502,61791.4
147,0.978934,84.2072,-34.5,-3.5,624.136,62415.5
148,0.495604,84.447,36,-3.5,315.98,62731.5
149,0.979161,84.447,-36,-3.5,624.28,63355.8
150,0.488933,84.6678,37.5,-3.5,311.727,63667.5
151,0.979302,84.6678,-37.5,-3.5,624.37,64291.8
152,0.482651,84.8718,39,-3.5,307.722,64599.6
153,0.97937,84.8718,-39,-3.5,624.414,65224
154,0.476731,85.0608,40.5,-3.5,303.947,65527.9
155,0.979378,85.0608,-40.5,-3.5,624.419,66152.4
156,0.471144,85.2364,42,-3.5,300.386,66452.7
157,0.979336,85.2364,-42,-3.5,624.392,67077.1
158,0.465868,85.3999,43.5,-3.5,297.022,67374.1
159,0.979251,85.3999,-43.5,-3.5,624.337,67998.5
160,0.460878,85.5526,45,-3.5,293.84,68292.3
161,0.979131,85.5526,-45,-3.5,624.261,68916.6
162,0.456155,85.6955,46.5,-3.5,290.829,69207.4
163,0.978981,85.6955,-46.5,-3.5,624.166,69831.6
164,0.45168,85.8296,48,-3.5,287.976,70119.6
165,0.978808,85.8296,-48,-3.5,624.055,70743.6
166,0.447435,85.9555,49.5,-3.5,285.269,71028.9
167,0.978615,85.9555,-49.5,-3.5,623.932,71652.8
168,0.443404,86.0741,51,-3.5,282.7,71935.5
169,0.978406,86.0741,-51,-3.5,623.799,72559.3
170,0.439573,86.1859,52.5,-3.5,280.257,72839.6
171,0.978184,86.1859,-52.5,-3.5,623.657,73463.2
172,0.435928,86.2916,54,-3.5,277.933,73741.1
173,0.977951,86.2916,-54,-3.5,623.509,74364.7
174,0.432457,86.3915,55.5,-3.5,275.72,74640.4
175,0.97771,86.3915,-55.5,-3.5,623.355,75263.7
176,0.429149,86.4863,57,-3.5,273.611,75537.3
177,0.977464,86.4863,-57,-3.5,623.198,76160.5
178,0.425993,86.5761,58.5,-3.5,271.599,76432.1
179,0.977212,86.5761,-58.5,-3.5,623.038,77055.2
180,0.422979,86.6615,60,-3.5,269.677,77324.9
181,0.976958,86.6615,-60,-3.5,622.876,77947.7
182,0.420099,86.7428,61.5,-3.5,267.841,78215.6
183,0.976701,86.7428,-61.5,-3.5,622.712,78838.3
184,0.417345,86.8202,63,-3.5,266.085,79104.4
185,0.976444,86.8202,-63,-3.5,622.548,79726.9
186,0.414708,86.894,64.5,-3.5,264.404,79991.3
187,0.976186,86.894,-64.5,-3.5,622.383,80613.7
188,0.412181,86.9644,66,-3.5,262.793,80876.5
189,0.975929,86.9644,-66,-3.5,622.219,81498.7
190,0.409759,87.0318,67.5,-3.5,261.249,81760
191,0.975673,87.0318,-67.5,-3.5,622.056,82382
192,0.407435,87.0962,69,-3.5,259.767,82641.8
193,0.975418,87.0962,-69,-3.5,621.894,83263.7
194,0.405204,87.1579,70.5,-3.5,258.345,83522
195,0.975166,87.1579,-70.5,-3.5,621.733,84143.8
196,0.40306,87.217,72,-3.5,256.978,84400.7
197,0.974916,87.217,-72,-3.5,621.574,85022.3
198,0.400999,87.2737,73.5,-3.5,255.664,85278
199,0.974668,87.2737,-73.5,-3.5,621.416,85899.4
200,0.399016,87.3281,75,-3.5,254.399,86153.8
201,0.974424,87.3281,-75,-3.5,621.26,86775
202,0.849508,0,0,-5,541.618,87316.6
203,0.831488,16.6993,1.5,-5,530.129,87846.8
204,0.86648,16.6993,-1.5,-5,552.439,88399.2
205,0.812652,30.9638,3,-5,518.12,88917.3
206,0.882216,30.9638,-3,-5,0,88917.3
207,0.793261,41.9872,4.5,-5,505.757,89423.1
208,0.896586,41.9872,-4.5,-5,0,89423.1
209,0.773587,50.1944,6,-5,493.213,89916.3
210,0.909522,50.1944,-6,-5,0,89916.3
211,0.753891,56.3099,7.5,-5,480.656,90397
212,0.921012,56.3099,-7.5,-5,0,90397
213,0.734412,60.9454,9,-5,468.237,90865.2
214,0.931094,60.9454,-9,-5,0,90865.2
215,0.715353,64.5367,10.5,-5,456.085,91321.3
216,0.939847,64.5367,-10.5,-5,0,91321.3
217,0.696874,67.3801,12,-5,444.304,91765.6
218,0.947371,67.3801,-12,-5,0,91765.6
219,0.679099,69.6769,13.5,-5,432.971,92198.6
220,0.953786,69.6769,-13.5,-5,0,92198.6
221,0.662109,71.5651,15,-5,422.139,92620.7
222,0.959213,71.5651,-15,-5,611.562,93232.3
223,0.645955,73.1416,16.5,-5,411.839,93644.1
224,0.963775,73.1416,-16.5,-5,614.47,94258.6
225,0.630659,74.4759,18,-5,402.087,94660.6
226,0.967584,74.4759,-18,-5,616.899,95277.5
227,0.616221,75.6186,19.5,-5,392.882,95670.4
228,0.970745,75.6186,-19.5,-5,618.914,96289.3
229,0.602625,76.6075,21,-5,384.214,96673.6
230,0.973352,76.6075,-21,-5,620.577,97294.1
231,0.589844,77.4712,22.5,-5,376.065,97670.2
232,0.975488,77.4712,-22.5,-5,621.939,98292.1
233,0.577842,78.2317,24,-5,368.413,98660.5
234,0.977225,78.2317,-24,-5,623.046,99283.6
235,0.56658,78.9063,25.5,-5,361.233,99644.8
236,0.978624,78.9063,-25.5,-5,623.938,100269
237,0.556015,79.5085,27,-5,354.496,100623
238,0.979739,79.5085,-27,-5,624.649,101248
239,0.546102,80.0494,28.5,-5,348.176,101596
240,0.980614,80.0494,-28.5,-5,625.207,102221
241,0.5368,80.5377,30,-5,342.245,102564
242,0.981288,80.5377,-30,-5,625.636,103189
243,0.528066,80.9807,31.5,-5,336.677,103526
244,0.981793,80.9807,-31.5,-5,625.958,104152
245,0.51986,81.3844,33,-5,331.446,104483
246,0.982156,81.3844,-33,-5,626.19,105109
247,0.512146,81.7537,34.5,-5,326.527,105436
248,0.982401,81.7537,-34.5,-5,626.346,106062
249,0.504887,82.0928,36,-5,321.899,106384
250,0.982546,82.0928,-36,-5,626.439,107011
251,0.49805,82.4054,37.5,-5,317.54,107328
252,0.982609,82.4054,-37.5,-5,626.478,107955
253,0.491604,82.6942,39,-5,313.43,108268
254,0.982602,82.6942,-39,-5,626.474,108895
255,0.485522,82.9621,40.5,-5,309.553,109204
256,0.982537,82.9621,-40.5,-5,626.432,109831
257,0.479777,83.211,42,-5,305.89,110136
258,0.982424,83.211,-42,-5,626.361,110763
259,0.474344,83.4431,43.5,-5,302.426,111065
260,0.982272,83.4431,-43.5,-5,626.263,111692
261,0.469202,83.6598,45,-5,299.148,111991
262,0.982087,83.6598,-45,-5,626.146,112617
263,0.46433,83.8627,46.5,-5,296.041,112913
264,0.981875,83.8627,-46.5,-5,626.01,113539
265,0.459709,84.0531,48,-5,293.095,113832
266,0.981641,84.0531,-48,-5,625.862,114458
267,0.455322,84.2321,49.5,-5,290.298,114748
268,0.98139,84.2321,-49.5,-5,625.701,115374
269,0.451153,84.4007,51,-5,287.64,115661
270,0.981125,84.4007,-51,-5,625.532,116287
271,0.447187,84.5597,52.5,-5,285.112,116572
272,0.980848,84.5597,-52.5,-5,625.356,117197
273,0.443411,84.7099,54,-5,282.704,117480
274,0.980563,84.7099,-54,-5,625.174,118105
275,0.439813,84.8521,55.5,-5,280.41,118386
276,0.980272,84.8521,-55.5,-5,624.989,119011
277,0.436381,84.9869,57,-5,278.222,119289
278,0.979977,84.9869,-57,-5,624.8,119914
279,0.433104,85.1148,58.5,-5,276.132,120190
280,0.979678,85.1148,-58.5,-5,624.61,120814
281,0.429972,85.2364,60,-5,274.136,121089
282,0.979378,85.2364,-60,-5,624.419,121713
283,0.426978,85.352,61.5,-5,272.227,121985
284,0.979078,85.352,-61.5,-5,624.227,122609
285,0.424112,85.4622,63,-5,270.4,122880
286,0.978777,85.4622,-63,-5,624.036,123504
287,0.421367,85.5673,64.5,-5,268.65,123773
288,0.978479,85.5673,-64.5,-5,623.845,124396
289,0.418736,85.6677,66,-5,266.972,124663
290,0.978181,85.6677,-66,-5,623.656,125287
291,0.416211,85.7636,67.5,-5,265.362,125552
292,0.977887,85.7636,-67.5,-5,623.468,126176
293,0.413788,85.8554,69,-5,263.818,126440
294,0.977595,85.8554,-69,-5,623.282,127063
295,0.41146,85.9433,70.5,-5,262.333,127325
296,0.977306,85.9433,-70.5,-5,623.098,127948
297,0.409222,86.0275,72,-5,260.906,128209
298,0.977021,86.0275,-72,-5,622.916,128832
299,0.40707,86.1083,73.5,-5,259.534,129092
300,0.97674,86.1083,-73.5,-5,622.736,129714
301,0.404997,86.1859,75,-5,258.213,129973
302,0.976462,86.1859,-75,-5,622.56,130595
303,0.856596,0,0,-6.5,546.137,131141
304,0.839071,12.9946,1.5,-6.5,534.963,131676
305,0.873092,12.9946,-1.5,-6.5,556.654,132233
306,0.820732,24.7751,3,-6.5,523.271,132756
307,0.888385,24.7751,-3,-6.5,566.404,133323
308,0.801825,34.6952,4.5,-6.5,511.217,133834
309,0.902353,34.6952,-4.5,-6.5,575.31,134409
310,0.782606,42.7094,6,-6.5,498.963,134908
311,0.914933,42.7094,-6,-6.5,0,134908
312,0.763323,49.0856,7.5,-6.5,486.669,135395
313,0.926114,49.0856,-7.5,-6.5,0,135395
314,0.744203,54.1623,9,-6.5,474.479,135869
315,0.935932,54.1623,-9,-6.5,0,135869
316,0.725445,58.2405,10.5,-6.5,462.519,136332
317,0.944461,58.2405,-10.5,-6.5,0,136332
318,0.707207,61.5571,12,-6.5,450.892,136783
319,0.951796,61.5571,-12,-6.5,0,136783
320,0.689613,64.29,13.5,-6.5,439.674,137222
321,0.95805,64.29,-13.5,-6.5,0,137222
322,0.672748,66.5713,15,-6.5,428.921,137651
323,0.96334,66.5713,-15,-6.5,0,137651
324,0.656667,68.4986,16.5,-6.5,418.669,138070
325,0.967782,68.4986,-16.5,-6.5,0,138070
326,0.641399,70.1448,18,-6.5,408.934,138479
327,0.971485,70.1448,-18,-6.5,619.386,139098
328,0.626949,71.565,19.5,-6.5,399.721,139498
329,0.974552,71.565,-19.5,-6.5,621.342,140119
330,0.613308,72.8015,21,-6.5,391.024,140510
331,0.977072,72.8015,-21,-6.5,622.949,141133
332,0.600453,73.8866,22.5,-6.5,382.829,141516
333,0.979128,73.8866,-22.5,-6.5,624.259,142140
334,0.588355,74.8459,24,-6.5,375.116,142516
335,0.980788,74.8459,-24,-6.5,625.318,143141
336,0.576978,75.6997,25.5,-6.5,367.862,143509
337,0.982115,75.6997,-25.5,-6.5,626.163,144135
338,0.566283,76.4641,27,-6.5,361.043,144496
339,0.983159,76.4641,-27,-6.5,626.83,145123
340,0.55623,77.1523,28.5,-6.5,354.634,145477
341,0.983967,77.1523,-28.5,-6.5,627.345,146105
342,0.546779,77.7749,30,-6.5,348.608,146453
343,0.984576,77.7749,-30,-6.5,627.732,147081
344,0.53789,78.3407,31.5,-6.5,342.941,147424
345,0.985017,78.3407,-31.5,-6.5,628.014,148052
346,0.529526,78.8571,33,-6.5,337.608,148390
347,0.985318,78.8571,-33,-6.5,628.206,149018
348,0.52165,79.3302,34.5,-6.5,332.587,149350
349,0.985502,79.3302,-34.5,-6.5,628.323,149979
350,0.514229,79.7652,36,-6.5,327.855,150307
351,0.985588,79.7652,-36,-6.5,628.378,150935
352,0.50723,80.1664,37.5,-6.5,323.393,151258
353,0.985593,80.1664,-37.5,-6.5,628.381,151887
354,0.500623,80.5377,39,-6.5,319.181,152206
355,0.985529,80.5377,-39,-6.5,628.34,152834
356,0.494382,80.8821,40.5,-6.5,315.201,153150
357,0.985409,80.8821,-40.5,-6.5,628.264,153778
358,0.488479,81.2026,42,-6.5,311.438,154089
359,0.985243,81.2026,-42,-6.5,628.158,154717
360,0.482891,81.5014,43.5,-6.5,307.875,155025
361,0.985039,81.5014,-43.5,-6.5,628.028,155653
362,0.477597,81.7808,45,-6.5,304.5,155958
363,0.984803,81.7808,-45,-6.5,627.877,156586
364,0.472576,82.0425,46.5,-6.5,301.299,156887
365,0.984541,82.0425,-46.5,-6.5,627.71,157515
366,0.467809,82.2881,48,-6.5,298.259,157813
367,0.984259,82.2881,-48,-6.5,627.531,158440
368,0.46328,82.5191,49.5,-6.5,295.371,158736
369,0.983961,82.5191,-49.5,-6.5,627.34,159363
370,0.458971,82.7368,51,-6.5,292.625,159656
371,0.98365,82.7368,-51,-6.5,627.142,160283
372,0.45487,82.9422,52.5,-6.5,290.01,160573
373,0.983329,82.9422,-52.5,-6.5,626.938,161200
374,0.450962,83.1363,54,-6.5,287.518,161487
375,0.983001,83.1363,-54,-6.5,626.728,162114
376,0.447235,83.3201,55.5,-6.5,285.142,162399
377,0.982668,83.3201,-55.5,-6.5,626.516,163026
378,0.443677,83.4944,57,-6.5,282.873,163309
379,0.982331,83.4944,-57,-6.5,626.301,163935
380,0.440278,83.6598,58.5,-6.5,280.706,164216
381,0.981993,83.6598,-58.5,-6.5,626.086,164842
382,0.437028,83.8171,60,-6.5,278.634,165120
383,0.981654,83.8171,-60,-6.5,625.87,165746
384,0.433918,83.9667,61.5,-6.5,276.652,166023
385,0.981316,83.9667,-61.5,-6.5,625.654,166649
386,0.43094,84.1094,63,-6.5,274.753,166923
387,0.980979,84.1094,-63,-6.5,625.44,167549
388,0.428085,84.2454,64.5,-6.5,272.933,167822
389,0.980645,84.2454,-64.5,-6.5,625.226,168447
390,0.425348,84.3754,66,-6.5,271.187,168718
391,0.980313,84.3754,-66,-6.5,625.015,169343
392,0.42272,84.4996,67.5,-6.5,269.512,169613
393,0.979985,84.4996,-67.5,-6.5,624.805,170237
394,0.420196,84.6185,69,-6.5,267.903,170505
395,0.97966,84.6185,-69,-6.5,624.598,171130
396,0.41777,84.7323,70.5,-6.5,266.356,171396
397,0.97934,84.7323,-70.5,-6.5,624.394,172021
398,0.415437,84.8414,72,-6.5,264.869,172286
399,0.979024,84.8414,-72,-6.5,624.193,172910
400,0.413191,84.9462,73.5,-6.5,263.437,173173
401,0.978712,84.9462,-73.5,-6.5,623.994,173797
402,0.411029,85.0467,75,-6.5,262.058,174059
403,0.978405,85.0467,-75,-6.5,623.798,174683
404,0.862717,0,0,-8,550.04,175233
405,0.845726,10.6196,1.5,-8,539.207,175772
406,0.878709,10.6196,-1.5,-8,560.235,176333
407,0.827936,20.556,3,-8,527.864,176860
408,0.89354,20.556,-3,-8,569.691,177430
409,0.809572,29.3578,4.5,-8,516.156,177946
410,0.907101,29.3578,-4.5,-8,578.337,178525
411,0.790872,36.8699,6,-8,504.233,179029
412,0.91933,36.8699,-6,-8,586.134,179615
413,0.772069,43.1524,7.5,-8,492.245,180107
414,0.930218,43.1524,-7.5,-8,593.076,180700
415,0.753379,48.3665,9,-8,480.329,181181
416,0.939796,48.3665,-9,-8,0,181181
417,0.734991,52.696,10.5,-8,468.606,181649
418,0.948132,52.696,-10.5,-8,0,181649
419,0.717061,56.3099,12,-8,457.174,182106
420,0.955315,56.3099,-12,-8,0,182106
421,0.699711,59.3493,13.5,-8,446.112,182553
422,0.961449,59.3493,-13.5,-8,0,182553
423,0.68303,61.9275,15,-8,435.477,182988
424,0.966644,61.9275,-15,-8,0,182988
425,0.667077,64.1336,16.5,-8,425.306,183413
426,0.97101,64.1336,-16.5,-8,0,183413
427,0.651885,66.0375,18,-8,415.62,183829
428,0.974652,66.0375,-18,-8,0,183829
429,0.637466,67.6938,19.5,-8,406.427,184235
430,0.977667,67.6938,-19.5,-8,0,184235
431,0.623818,69.1455,21,-8,397.725,184633
432,0.980142,69.1455,-21,-8,624.906,185258
433,0.610924,70.4269,22.5,-8,389.505,185648
434,0.982157,70.4269,-22.5,-8,626.19,186274
435,0.598759,71.5651,24,-8,381.748,186655
436,0.98378,71.5651,-24,-8,627.225,187283
437,0.587292,72.582,25.5,-8,374.438,187657
438,0.98507,72.582,-25.5,-8,628.047,188285
439,0.576489,73.4956,27,-8,367.55,188653
440,0.986079,73.4956,-27,-8,628.691,189281
441,0.566314,74.3205,28.5,-8,361.063,189642
442,0.98685,74.3205,-28.5,-8,629.183,190272
443,0.55673,75.0686,30,-8,354.952,190627
444,0.987423,75.0686,-30,-8,629.548,191256
445,0.5477,75.75,31.5,-8,349.195,191605
446,0.987828,75.75,-31.5,-8,629.806,192235
447,0.539188,76.373,33,-8,343.768,192579
448,0.988092,76.373,-33,-8,629.975,193209
449,0.531161,76.9447,34.5,-8,338.651,193548
450,0.988239,76.9447,-34.5,-8,630.068,194178
451,0.523586,77.4712,36,-8,333.821,194511
452,0.988288,77.4712,-36,-8,630.099,195142
453,0.516431,77.9574,37.5,-8,329.259,195471
454,0.988255,77.9574,-37.5,-8,630.078,196101
455,0.509669,78.4078,39,-8,324.948,196426
456,0.988154,78.4078,-39,-8,630.014,197056
457,0.503272,78.8262,40.5,-8,320.869,197377
458,0.987996,78.8262,-40.5,-8,629.913,198007
459,0.497216,79.2157,42,-8,317.008,198324
460,0.987792,79.2157,-42,-8,629.783,198953
461,0.491476,79.5793,43.5,-8,313.349,199267
462,0.98755,79.5793,-43.5,-8,629.629,199896
463,0.486032,79.9194,45,-8,309.878,200206
464,0.987277,79.9194,-45,-8,629.455,200836
465,0.480864,80.2382,46.5,-8,306.583,201142
466,0.986979,80.2382,-46.5,-8,629.265,201772
467,0.475953,80.5377,48,-8,303.452,202075
468,0.986661,80.5377,-48,-8,629.062,202704
469,0.471282,80.8195,49.5,-8,300.473,203005
470,0.986327,80.8195,-49.5,-8,628.849,203633
471,0.466835,81.0851,51,-8,297.639,203931
472,0.98598,81.0851,-51,-8,628.628,204560
473,0.462599,81.3359,52.5,-8,294.937,204855
474,0.985624,81.3359,-52.5,-8,628.401,205483
475,0.458559,81.573,54,-8,292.362,205775
476,0.985262,81.573,-54,-8,628.17,206404
477,0.454703,81.7976,55.5,-8,289.903,206693
478,0.984895,81.7976,-55.5,-8,627.936,207321
479,0.45102,82.0107,57,-8,287.555,207609
480,0.984526,82.0107,-57,-8,627.701,208237
481,0.447498,82.213,58.5,-8,285.31,208522
482,0.984155,82.213,-58.5,-8,627.464,209149
483,0.444129,82.4054,60,-8,283.162,209433
484,0.983784,82.4054,-60,-8,627.228,210060
485,0.440903,82.5885,61.5,-8,281.105,210341
486,0.983415,82.5885,-61.5,-8,626.993,210968
487,0.437812,82.7631,63,-8,279.134,211247
488,0.983048,82.7631,-63,-8,626.758,211874
489,0.434848,82.9297,64.5,-8,277.244,212151
490,0.982684,82.9297,-64.5,-8,626.526,212778
491,0.432003,83.0888,66,-8,275.431,213053
492,0.982323,83.0888,-66,-8,626.296,213679
493,0.429271,83.2409,67.5,-8,273.689,213953
494,0.981966,83.2409,-67.5,-8,626.068,214579
495,0.426646,83.3865,69,-8,272.015,214851
496,0.981613,83.3865,-69,-8,625.844,215477
497,0.424122,83.526,70.5,-8,270.406,215747
498,0.981265,83.526,-70.5,-8,625.622,216373
499,0.421692,83.6598,72,-8,268.857,216642
500,0.980923,83.6598,-72,-8,625.403,217267
501,0.419353,83.7882,73.5,-8,267.365,217535
502,0.980585,83.7882,-73.5,-8,625.188,218160
503,0.417099,83.9115,75,-8,265.929,218426
504,0.980253,83.9115,-75,-8,624.976,219051
505,0.867919,0,0,-9.5,553.356,219604
506,0.85149,8.97262,1.5,-9.5,542.881,220147
507,0.883388,8.97262,-1.5,-9.5,563.218,220710
508,0.834282,17.5256,3,-9.5,531.91,221242
509,0.897749,17.5256,-3,-9.5,572.375,221814
510,0.816503,25.3462,4.5,-9.5,520.575,222335
511,0.910901,25.3462,-4.5,-9.5,580.76,222916
512,0.798371,32.2756,6,-9.5,509.015,223425
513,0.922788,32.2756,-6,-9.5,588.338,224013
514,0.780102,38.2902,7.5,-9.5,497.367,224510
515,0.933397,38.2902,-7.5,-9.5,595.103,225106
516,0.761899,43.4518,9,-9.5,485.761,225591
517,0.942757,43.4518,-9,-9.5,601.07,226192
518,0.74394,47.8624,10.5,-9.5,474.311,226667
