i,j,x,y,power
9,2,-7.50,-5.00,426.07
10,2,7.50,-5.00,426.07
11,2,-9.00,-5.00,458.36
12,2,9.00,-5.00,458.36
13,2,-10.50,-5.00,489.12
14,2,10.50,-5.00,489.12
15,2,-12.00,-5.00,503.20
16,2,12.00,-5.00,503.20
17,2,-13.50,-5.00,530.71
18,2,13.50,-5.00,530.71
19,2,-15.00,-5.00,555.07
20,2,15.00,-5.00,555.07
21,2,-16.50,-5.00,565.20
22,2,16.50,-5.00,565.20
23,2,-18.00,-5.00,574.03
24,2,18.00,-5.00,574.03
25,2,-19.50,-5.00,587.41
26,2,19.50,-5.00,587.41
27,2,-21.00,-5.00,589.99
28,2,21.00,-5.00,589.99
29,2,-22.50,-5.00,589.38
30,2,22.50,-5.00,589.38
31,2,-24.00,-5.00,588.31
32,2,24.00,-5.00,588.31
33,2,-25.50,-5.00,587.19
34,2,25.50,-5.00,587.19
35,2,-27.00,-5.00,586.04
36,2,27.00,-5.00,586.04
37,2,-28.50,-5.00,584.85
38,2,28.50,-5.00,584.85
39,2,-30.00,-5.00,583.63
40,2,30.00,-5.00,583.63
41,2,-31.50,-5.00,582.38
42,2,31.50,-5.00,582.38
43,2,-33.00,-5.00,581.11
44,2,33.00,-5.00,581.11
45,2,-34.50,-5.00,579.81
46,2,34.50,-5.00,579.81
47,2,-36.00,-5.00,578.50
48,2,36.00,-5.00,578.50
49,2,-37.50,-5.00,577.18
50,2,37.50,-5.00,577.18
51,2,-39.00,-5.00,575.85
52,2,39.00,-5.00,575.85
53,2,-40.50,-5.00,574.50
54,2,40.50,-5.00,574.50
55,2,-42.00,-5.00,573.15
56,2,42.00,-5.00,573.15
57,2,-43.50,-5.00,571.80
58,2,43.50,-5.00,571.80
59,2,-45.00,-5.00,570.44
60,2,45.00,-5.00,570.44
61,2,-46.50,-5.00,569.09
62,2,46.50,-5.00,569.09
63,2,-48.00,-5.00,567.74
64,2,48.00,-5.00,567.74
65,2,-49.50,-5.00,566.39
66,2,49.50,-5.00,566.39
67,2,-51.00,-5.00,565.04
68,2,51.00,-5.00,565.04
69,2,-52.50,-5.00,563.71
70,2,52.50,-5.00,563.71
71,2,-54.00,-5.00,562.38
72,2,54.00,-5.00,562.38
73,2,-55.50,-5.00,561.06
74,2,55.50,-5.00,561.06
75,2,-57.00,-5.00,559.76
76,2,57.00,-5.00,559.76
77,2,-58.50,-5.00,558.46
78,2,58.50,-5.00,558.46
79,2,-60.00,-5.00,557.18
80,2,60.00,-5.00,557.18
81,2,-61.50,-5.00,555.91
82,2,61.50,-5.00,555.91
83,2,-63.00,-5.00,554.65
84,2,63.00,-5.00,554.65
85,2,-64.50,-5.00,553.41
86,2,64.50,-5.00,553.41
87,2,-66.00,-5.00,552.19
88,2,66.00,-5.00,552.19
89,2,-67.50,-5.00,550.97
90,2,67.50,-5.00,550.97
91,2,-69.00,-5.00,549.78
92,2,69.00,-5.00,549.78
93,2,-70.50,-5.00,548.60
94,2,70.50,-5.00,548.60
95,2,-72.00,-5.00,547.44
96,2,72.00,-5.00,547.44
97,2,-73.50,-5.00,546.29
98,2,73.50,-5.00,546.29
99,2,-75.00,-5.00,545.16
0,3,0.00,-6.50,402.67
1,3,-1.50,-6.50,404.63
2,3,1.50,-6.50,404.63
3,3,-3.00,-6.50,392.51
4,3,3.00,-6.50,392.51
5,3,-4.50,-6.50,403.38
6,3,4.50,-6.50,403.38
7,3,-6.00,-6.50,403.02
8,3,6.00,-6.50,403.02
9,3,-7.50,-6.50,419.94
10,3,7.50,-6.50,419.94
11,3,-9.00,-6.50,426.38
12,3,9.00,-6.50,426.38
13,3,-10.50,-6.50,458.83
14,3,10.50,-6.50,458.83
15,3,-12.00,-6.50,473.88
16,3,12.00,-6.50,473.88
17,3,-13.50,-6.50,503.89
18,3,13.50,-6.50,503.89
19,3,-15.00,-6.50,517.46
20,3,15.00,-6.50,517.46
21,3,-16.50,-6.50,543.72
22,3,16.50,-6.50,543.72
23,3,-18.00,-6.50,554.97
24,3,18.00,-6.50,554.97
25,3,-19.50,-6.50,565.14
26,3,19.50,-6.50,565.14
27,3,-21.00,-6.50,574.00
28,3,21.00,-6.50,574.00
29,3,-22.50,-6.50,581.23
30,3,22.50,-6.50,581.23
31,3,-24.00,-6.50,586.39
32,3,24.00,-6.50,586.39
33,3,-25.50,-6.50,588.90
34,3,25.50,-6.50,588.90
35,3,-27.00,-6.50,588.16
36,3,27.00,-6.50,588.16
37,3,-28.50,-6.50,586.97
38,3,28.50,-6.50,586.97
39,3,-30.00,-6.50,585.73
40,3,30.00,-6.50,585.73
41,3,-31.50,-6.50,584.48
42,3,31.50,-6.50,584.48
43,3,-33.00,-6.50,583.19
44,3,33.00,-6.50,583.19
45,3,-34.50,-6.50,581.89
46,3,34.50,-6.50,581.89
47,3,-36.00,-6.50,580.57
48,3,36.00,-6.50,580.57
49,3,-37.50,-6.50,579.23
50,3,37.50,-6.50,579.23
51,3,-39.00,-6.50,577.89
52,3,39.00,-6.50,577.89
53,3,-40.50,-6.50,576.53
54,3,40.50,-6.50,576.53
55,3,-42.00,-6.50,575.17
56,3,42.00,-6.50,575.17
57,3,-43.50,-6.50,573.80
58,3,43.50,-6.50,573.80
59,3,-45.00,-6.50,572.43
60,3,45.00,-6.50,572.43
61,3,-46.50,-6.50,571.07
62,3,46.50,-6.50,571.07
63,3,-48.00,-6.50,569.70
64,3,48.00,-6.50,569.70
65,3,-49.50,-6.50,568.34
66,3,49.50,-6.50,568.34
67,3,-51.00,-6.50,566.98
68,3,51.00,-6.50,566.98
69,3,-52.50,-6.50,565.63
70,3,52.50,-6.50,565.63
71,3,-54.00,-6.50,564.29
72,3,54.00,-6.50,564.29
73,3,-55.50,-6.50,562.96
74,3,55.50,-6.50,562.96
75,3,-57.00,-6.50,561.64
76,3,57.00,-6.50,561.64
77,3,-58.50,-6.50,560.33
78,3,58.50,-6.50,560.33
79,3,-60.00,-6.50,559.03
80,3,60.00,-6.50,559.03
81,3,-61.50,-6.50,557.75
82,3,61.50,-6.50,557.75
83,3,-63.00,-6.50,556.48
84,3,63.00,-6.50,556.48
85,3,-64.50,-6.50,555.22
86,3,64.50,-6.50,555.22
87,3,-66.00,-6.50,553.98
88,3,66.00,-6.50,553.98
89,3,-67.50,-6.50,552.76
90,3,67.50,-6.50,552.76
91,3,-69.00,-6.50,551.55
92,3,69.00,-6.50,551.55
93,3,-70.50,-6.50,550.35
94,3,70.50,-6.50,550.35
95,3,-72.00,-6.50,549.18
96,3,72.00,-6.50,549.18
97,3,-73.50,-6.50,548.02
98,3,73.50,-6.50,548.02
99,3,-75.00,-6.50,546.87
0,4,0.00,-8.00,475.28
1,4,-1.50,-8.00,458.28
2,4,1.50,-8.00,458.28
3,4,-3.00,-8.00,442.08
4,4,3.00,-8.00,442.08
5,4,-4.50,-8.00,445.42
6,4,4.50,-8.00,445.42
7,4,-6.00,-8.00,435.82
8,4,6.00,-8.00,435.82
9,4,-7.50,-8.00,444.04
10,4,7.50,-8.00,444.04
11,4,-9.00,-8.00,437.70
12,4,9.00,-8.00,437.70
13,4,-10.50,-8.00,453.49
14,4,10.50,-8.00,453.49
15,4,-12.00,-8.00,463.04
16,4,12.00,-8.00,463.04
17,4,-13.50,-8.00,474.29
18,4,13.50,-8.00,474.29
19,4,-15.00,-8.00,488.97
20,4,15.00,-8.00,488.97
21,4,-16.50,-8.00,518.09
22,4,16.50,-8.00,518.09
23,4,-18.00,-8.00,531.06
24,4,18.00,-8.00,531.06
25,4,-19.50,-8.00,543.27
26,4,19.50,-8.00,543.27
27,4,-21.00,-8.00,554.57
28,4,21.00,-8.00,554.57
29,4,-22.50,-8.00,564.79
30,4,22.50,-8.00,564.79
31,4,-24.00,-8.00,573.69
32,4,24.00,-8.00,573.69
33,4,-25.50,-8.00,580.94
34,4,25.50,-8.00,580.94
35,4,-27.00,-8.00,586.10
36,4,27.00,-8.00,586.10
37,4,-28.50,-8.00,588.58
38,4,28.50,-8.00,588.58
39,4,-30.00,-8.00,587.34
40,4,30.00,-8.00,587.34
41,4,-31.50,-8.00,586.51
42,4,31.50,-8.00,586.51
43,4,-33.00,-8.00,585.22
44,4,33.00,-8.00,585.22
45,4,-34.50,-8.00,583.91
46,4,34.50,-8.00,583.91
47,4,-36.00,-8.00,582.58
48,4,36.00,-8.00,582.58
49,4,-37.50,-8.00,581.23
50,4,37.50,-8.00,581.23
51,4,-39.00,-8.00,579.87
52,4,39.00,-8.00,579.87
53,4,-40.50,-8.00,578.51
54,4,40.50,-8.00,578.51
55,4,-42.00,-8.00,577.13
56,4,42.00,-8.00,577.13
57,4,-43.50,-8.00,575.75
58,4,43.50,-8.00,575.75
59,4,-45.00,-8.00,574.37
60,4,45.00,-8.00,574.37
61,4,-46.50,-8.00,573.00
62,4,46.50,-8.00,573.00
63,4,-48.00,-8.00,571.62
64,4,48.00,-8.00,571.62
65,4,-49.50,-8.00,570.24
66,4,49.50,-8.00,570.24
67,4,-51.00,-8.00,568.87
68,4,51.00,-8.00,568.87
69,4,-52.50,-8.00,567.51
70,4,52.50,-8.00,567.51
71,4,-54.00,-8.00,566.16
72,4,54.00,-8.00,566.16
73,4,-55.50,-8.00,564.82
74,4,55.50,-8.00,564.82
75,4,-57.00,-8.00,563.48
76,4,57.00,-8.00,563.48
77,4,-58.50,-8.00,562.16
78,4,58.50,-8.00,562.16
79,4,-60.00,-8.00,560.85
80,4,60.00,-8.00,560.85
81,4,-61.50,-8.00,559.55
82,4,61.50,-8.00,559.55
83,4,-63.00,-8.00,558.27
84,4,63.00,-8.00,558.27
85,4,-64.50,-8.00,557.00
86,4,64.50,-8.00,557.00
87,4,-66.00,-8.00,555.75
88,4,66.00,-8.00,555.75
89,4,-67.50,-8.00,554.51
90,4,67.50,-8.00,554.51
91,4,-69.00,-8.00,553.29
92,4,69.00,-8.00,553.29
93,4,-70.50,-8.00,552.08
94,4,70.50,-8.00,552.08
95,4,-72.00,-8.00,550.89
96,4,72.00,-8.00,550.89
97,4,-73.50,-8.00,549.72
98,4,73.50,-8.00,549.72
99,4,-75.00,-8.00,548.56
0,5,0.00,-9.50,476.90
1,5,-1.50,-9.50,477.39
2,5,1.50,-9.50,477.39
3,5,-3.00,-9.50,477.86
4,5,3.00,-9.50,477.86
5,5,-4.50,-9.50,479.77
6,5,4.50,-9.50,479.77
7,5,-6.00,-9.50,464.60
8,5,6.00,-9.50,464.60
9,5,-7.50,-9.50,469.14
10,5,7.50,-9.50,469.14
11,5,-9.00,-9.50,457.66
12,5,9.00,-9.50,457.66
13,5,-10.50,-9.50,461.26
14,5,10.50,-9.50,461.26
15,5,-12.00,-9.50,471.59
16,5,12.00,-9.50,471.59
17,5,-13.50,-9.50,477.52
18,5,13.50,-9.50,477.52
19,5,-15.00,-9.50,478.52
20,5,15.00,-9.50,478.52
21,5,-16.50,-9.50,489.74
22,5,16.50,-9.50,489.74
23,5,-18.00,-9.50,503.57
24,5,18.00,-9.50,503.57
25,5,-19.50,-9.50,517.26
26,5,19.50,-9.50,517.26
27,5,-21.00,-9.50,530.29
28,5,21.00,-9.50,530.29
29,5,-22.50,-9.50,542.56
30,5,22.50,-9.50,542.56
31,5,-24.00,-9.50,553.92
32,5,24.00,-9.50,553.92
33,5,-25.50,-9.50,564.19
34,5,25.50,-9.50,564.19
35,5,-27.00,-9.50,573.13
36,5,27.00,-9.50,573.13
37,5,-28.50,-9.50,580.41
38,5,28.50,-9.50,580.41
39,5,-30.00,-9.50,579.11
40,5,30.00,-9.50,579.11
41,5,-31.50,-9.50,584.28
42,5,31.50,-9.50,584.28
43,5,-33.00,-9.50,586.74
44,5,33.00,-9.50,586.74
45,5,-34.50,-9.50,585.86
46,5,34.50,-9.50,585.86
47,5,-36.00,-9.50,584.52
48,5,36.00,-9.50,584.52
49,5,-37.50,-9.50,583.17
50,5,37.50,-9.50,583.17
51,5,-39.00,-9.50,581.80
52,5,39.00,-9.50,581.80
53,5,-40.50,-9.50,580.43
54,5,40.50,-9.50,580.43
55,5,-42.00,-9.50,579.04
56,5,42.00,-9.50,579.04
57,5,-43.50,-9.50,577.66
58,5,43.50,-9.50,577.66
59,5,-45.00,-9.50,576.27
60,5,45.00,-9.50,576.27
61,5,-46.50,-9.50,574.88
62,5,46.50,-9.50,574.88
63,5,-48.00,-9.50,573.49
64,5,48.00,-9.50,573.49
65,5,-49.50,-9.50,572.10
66,5,49.50,-9.50,572.10
67,5,-51.00,-9.50,570.72
68,5,51.00,-9.50,570.72
69,5,-52.50,-9.50,569.35
70,5,52.50,-9.50,569.35
71,5,-54.00,-9.50,567.99
72,5,54.00,-9.50,567.99
73,5,-55.50,-9.50,566.63
74,5,55.50,-9.50,566.63
75,5,-57.00,-9.50,565.29
76,5,57.00,-9.50,565.29
77,5,-58.50,-9.50,563.95
78,5,58.50,-9.50,563.95
79,5,-60.00,-9.50,562.63
80,5,60.00,-9.50,562.63
81,5,-61.50,-9.50,561.32
82,5,61.50,-9.50,561.32
83,5,-63.00,-9.50,560.03
84,5,63.00,-9.50,560.03
85,5,-64.50,-9.50,558.75
86,5,64.50,-9.50,558.75
87,5,-66.00,-9.50,557.48
88,5,66.00,-9.50,557.48
89,5,-67.50,-9.50,556.23
90,5,67.50,-9.50,556.23
91,5,-69.00,-9.50,555.00
92,5,69.00,-9.50,555.00
93,5,-70.50,-9.50,553.78
94,5,70.50,-9.50,553.78
95,5,-72.00,-9.50,552.58
96,5,72.00,-9.50,552.58
97,5,-73.50,-9.50,551.39
98,5,73.50,-9.50,551.39
99,5,-75.00,-9.50,550.22
0,6,0.00,-11.00,514.77
1,6,-1.50,-11.00,496.78
2,6,1.50,-11.00,496.78
3,6,-3.00,-11.00,515.41
4,6,3.00,-11.00,515.41
5,6,-4.50,-11.00,498.40
6,6,4.50,-11.00,498.40
7,6,-6.00,-11.00,499.16
8,6,6.00,-11.00,499.16
9,6,-7.50,-11.00,483.71
10,6,7.50,-11.00,483.71
11,6,-9.00,-11.00,503.20
12,6,9.00,-11.00,503.20
13,6,-10.50,-11.00,490.02
14,6,10.50,-11.00,490.02
15,6,-12.00,-11.00,492.54
16,6,12.00,-11.00,492.54
17,6,-13.50,-11.00,483.15
18,6,13.50,-11.00,483.15
19,6,-15.00,-11.00,487.72
20,6,15.00,-11.00,487.72
21,6,-16.50,-11.00,493.17
22,6,16.50,-11.00,493.17
23,6,-18.00,-11.00,499.77
24,6,18.00,-11.00,499.77
25,6,-19.50,-11.00,507.89
26,6,19.50,-11.00,507.89
27,6,-21.00,-11.00,517.61
28,6,21.00,-11.00,517.61
29,6,-22.50,-11.00,530.69
30,6,22.50,-11.00,530.69
31,6,-24.00,-11.00,543.00
32,6,24.00,-11.00,543.00
33,6,-25.50,-11.00,541.62
34,6,25.50,-11.00,541.62
35,6,-27.00,-11.00,553.04
36,6,27.00,-11.00,553.04
37,6,-28.50,-11.00,563.37
38,6,28.50,-11.00,563.37
39,6,-30.00,-11.00,572.35
40,6,30.00,-11.00,572.35
41,6,-31.50,-11.00,579.66
42,6,31.50,-11.00,579.66
43,6,-33.00,-11.00,578.31
44,6,33.00,-11.00,578.31
45,6,-34.50,-11.00,583.50
46,6,34.50,-11.00,583.50
47,6,-36.00,-11.00,585.96
48,6,36.00,-11.00,585.96
49,6,-37.50,-11.00,584.60
50,6,37.50,-11.00,584.60
51,6,-39.00,-11.00,583.67
52,6,39.00,-11.00,583.67
53,6,-40.50,-11.00,582.29
54,6,40.50,-11.00,582.29
55,6,-42.00,-11.00,580.90
56,6,42.00,-11.00,580.90
57,6,-43.50,-11.00,579.50
58,6,43.50,-11.00,579.50
59,6,-45.00,-11.00,578.11
60,6,45.00,-11.00,578.11
61,6,-46.50,-11.00,576.71
62,6,46.50,-11.00,576.71
63,6,-48.00,-11.00,575.31
64,6,48.00,-11.00,575.31
65,6,-49.50,-11.00,573.92
66,6,49.50,-11.00,573.92
67,6,-51.00,-11.00,572.53
68,6,51.00,-11.00,572.53
69,6,-52.50,-11.00,571.15
70,6,52.50,-11.00,571.15
71,6,-54.00,-11.00,569.77
72,6,54.00,-11.00,569.77
73,6,-55.50,-11.00,568.41
74,6,55.50,-11.00,568.41
75,6,-57.00,-11.00,567.05
76,6,57.00,-11.00,567.05
77,6,-58.50,-11.00,565.71
78,6,58.50,-11.00,565.71
79,6,-60.00,-11.00,564.38
80,6,60.00,-11.00,564.38
81,6,-61.50,-11.00,563.06
82,6,61.50,-11.00,563.06
83,6,-63.00,-11.00,561.75
84,6,63.00,-11.00,561.75
85,6,-64.50,-11.00,560.46
86,6,64.50,-11.00,560.46
87,6,-66.00,-11.00,559.18
88,6,66.00,-11.00,559.18
89,6,-67.50,-11.00,557.92
90,6,67.50,-11.00,557.92
91,6,-69.00,-11.00,556.68
92,6,69.00,-11.00,556.68
93,6,-70.50,-11.00,555.45
94,6,70.50,-11.00,555.45
95,6,-72.00,-11.00,554.23
96,6,72.00,-11.00,554.23
97,6,-73.50,-11.00,553.04
98,6,73.50,-11.00,553.04
99,6,-75.00,-11.00,551.86
0,7,0.00,-12.50,516.36
1,7,-1.50,-12.50,516.40
2,7,1.50,-12.50,516.40
3,7,-3.00,-12.50,498.59
4,7,3.00,-12.50,498.59
5,7,-4.50,-12.50,517.38
6,7,4.50,-12.50,517.38
7,7,-6.00,-12.50,517.87
8,7,6.00,-12.50,517.87
9,7,-7.50,-12.50,518.45
10,7,7.50,-12.50,518.45
11,7,-9.00,-12.50,502.70
12,7,9.00,-12.50,502.70
13,7,-10.50,-12.50,503.98
14,7,10.50,-12.50,503.98
15,7,-12.00,-12.50,505.49
16,7,12.00,-12.50,505.49
17,7,-13.50,-12.50,493.07
18,7,13.50,-12.50,493.07
19,7,-15.00,-12.50,495.95
20,7,15.00,-12.50,495.95
21,7,-16.50,-12.50,499.36
22,7,16.50,-12.50,499.36
23,7,-18.00,-12.50,503.44
24,7,18.00,-12.50,503.44
25,7,-19.50,-12.50,508.38
26,7,19.50,-12.50,508.38
27,7,-21.00,-12.50,514.42
28,7,21.00,-12.50,514.42
29,7,-22.50,-12.50,506.70
30,7,22.50,-12.50,506.70
31,7,-24.00,-12.50,516.84
32,7,24.00,-12.50,516.84
33,7,-25.50,-12.50,529.56
34,7,25.50,-12.50,529.56
35,7,-27.00,-12.50,541.93
36,7,27.00,-12.50,541.93
37,7,-28.50,-12.50,553.40
38,7,28.50,-12.50,553.40
39,7,-30.00,-12.50,551.97
40,7,30.00,-12.50,551.97
41,7,-31.50,-12.50,562.36
42,7,31.50,-12.50,562.36
43,7,-33.00,-12.50,571.39
44,7,33.00,-12.50,571.39
45,7,-34.50,-12.50,569.99
46,7,34.50,-12.50,569.99
47,7,-36.00,-12.50,577.35
48,7,36.00,-12.50,577.35
49,7,-37.50,-12.50,582.57
50,7,37.50,-12.50,582.57
51,7,-39.00,-12.50,581.17
52,7,39.00,-12.50,581.17
53,7,-40.50,-12.50,583.64
54,7,40.50,-12.50,583.64
55,7,-42.00,-12.50,582.24
56,7,42.00,-12.50,582.24
57,7,-43.50,-12.50,581.30
58,7,43.50,-12.50,581.30
59,7,-45.00,-12.50,579.89
60,7,45.00,-12.50,579.89
61,7,-46.50,-12.50,578.49
62,7,46.50,-12.50,578.49
63,7,-48.00,-12.50,577.08
64,7,48.00,-12.50,577.08
65,7,-49.50,-12.50,575.68
66,7,49.50,-12.50,575.68
67,7,-51.00,-12.50,574.29
68,7,51.00,-12.50,574.29
69,7,-52.50,-12.50,572.90
70,7,52.50,-12.50,572.90
71,7,-54.00,-12.50,571.51
72,7,54.00,-12.50,571.51
73,7,-55.50,-12.50,570.14
74,7,55.50,-12.50,570.14
75,7,-57.00,-12.50,568.78
76,7,57.00,-12.50,568.78
77,7,-58.50,-12.50,567.42
78,7,58.50,-12.50,567.42
79,7,-60.00,-12.50,566.08
80,7,60.00,-12.50,566.08
81,7,-61.50,-12.50,564.76
82,7,61.50,-12.50,564.76
83,7,-63.00,-12.50,563.44
84,7,63.00,-12.50,563.44
85,7,-64.50,-12.50,562.14
86,7,64.50,-12.50,562.14
87,7,-66.00,-12.50,560.85
88,7,66.00,-12.50,560.85
89,7,-67.50,-12.50,559.58
90,7,67.50,-12.50,559.58
91,7,-69.00,-12.50,558.33
92,7,69.00,-12.50,558.33
93,7,-70.50,-12.50,557.09
94,7,70.50,-12.50,557.09
95,7,-72.00,-12.50,555.86
96,7,72.00,-12.50,555.86
97,7,-73.50,-12.50,554.66
