i,j,x,y,power
9,2,-7.50,-5.00,425.39
10,2,7.50,-5.00,425.39
11,2,-9.00,-5.00,457.29
12,2,9.00,-5.00,457.29
13,2,-10.50,-5.00,487.72
14,2,10.50,-5.00,487.72
15,2,-12.00,-5.00,501.22
16,2,12.00,-5.00,501.22
17,2,-13.50,-5.00,528.50
18,2,13.50,-5.00,528.50
19,2,-15.00,-5.00,552.67
20,2,15.00,-5.00,552.67
21,2,-16.50,-5.00,562.26
22,2,16.50,-5.00,562.26
23,2,-18.00,-5.00,570.52
24,2,18.00,-5.00,570.52
25,2,-19.50,-5.00,583.57
26,2,19.50,-5.00,583.57
27,2,-21.00,-5.00,585.40
28,2,21.00,-5.00,585.40
29,2,-22.50,-5.00,583.90
30,2,22.50,-5.00,583.90
31,2,-24.00,-5.00,581.91
32,2,24.00,-5.00,581.91
33,2,-25.50,-5.00,579.90
34,2,25.50,-5.00,579.90
35,2,-27.00,-5.00,577.85
36,2,27.00,-5.00,577.85
37,2,-28.50,-5.00,575.80
38,2,28.50,-5.00,575.80
39,2,-30.00,-5.00,573.73
40,2,30.00,-5.00,573.73
41,2,-31.50,-5.00,571.67
42,2,31.50,-5.00,571.67
43,2,-33.00,-5.00,569.61
44,2,33.00,-5.00,569.61
45,2,-34.50,-5.00,567.57
46,2,34.50,-5.00,567.57
47,2,-36.00,-5.00,565.54
48,2,36.00,-5.00,565.54
49,2,-37.50,-5.00,563.54
50,2,37.50,-5.00,563.53
51,2,-39.00,-5.00,561.55
52,2,39.00,-5.00,561.55
53,2,-40.50,-5.00,559.60
54,2,40.50,-5.00,559.60
55,2,-42.00,-5.00,557.68
56,2,42.00,-5.00,557.68
57,2,-43.50,-5.00,555.79
58,2,43.50,-5.00,555.79
59,2,-45.00,-5.00,553.93
60,2,45.00,-5.00,553.93
61,2,-46.50,-5.00,552.11
62,2,46.50,-5.00,552.11
63,2,-48.00,-5.00,550.32
64,2,48.00,-5.00,550.32
65,2,-49.50,-5.00,548.57
66,2,49.50,-5.00,548.57
67,2,-51.00,-5.00,546.86
68,2,51.00,-5.00,546.86
69,2,-52.50,-5.00,545.19
70,2,52.50,-5.00,545.19
71,2,-54.00,-5.00,543.55
72,2,54.00,-5.00,543.55
73,2,-55.50,-5.00,541.95
74,2,55.50,-5.00,541.95
75,2,-57.00,-5.00,540.39
76,2,57.00,-5.00,540.39
77,2,-58.50,-5.00,538.87
78,2,58.50,-5.00,538.87
79,2,-60.00,-5.00,537.38
80,2,60.00,-5.00,537.38
81,2,-61.50,-5.00,535.93
82,2,61.50,-5.00,535.93
83,2,-63.00,-5.00,534.51
84,2,63.00,-5.00,534.51
85,2,-64.50,-5.00,533.12
86,2,64.50,-5.00,533.12
87,2,-66.00,-5.00,531.77
88,2,66.00,-5.00,531.77
89,2,-67.50,-5.00,530.46
90,2,67.50,-5.00,530.46
91,2,-69.00,-5.00,529.17
92,2,69.00,-5.00,529.17
93,2,-70.50,-5.00,527.92
94,2,70.50,-5.00,527.92
95,2,-72.00,-5.00,526.70
96,2,72.00,-5.00,526.70
97,2,-73.50,-5.00,525.51
98,2,73.50,-5.00,525.51
99,2,-75.00,-5.00,524.34
0,3,0.00,-6.50,405.74
1,3,-1.50,-6.50,407.56
2,3,1.50,-6.50,407.56
3,3,-3.00,-6.50,394.91
4,3,3.00,-6.50,394.91
5,3,-4.50,-6.50,405.14
6,3,4.50,-6.50,405.14
7,3,-6.00,-6.50,403.82
8,3,6.00,-6.50,403.82
9,3,-7.50,-6.50,419.97
10,3,7.50,-6.50,419.97
11,3,-9.00,-6.50,425.52
12,3,9.00,-6.50,425.52
13,3,-10.50,-6.50,457.60
14,3,10.50,-6.50,457.60
15,3,-12.00,-6.50,472.04
16,3,12.00,-6.50,472.04
17,3,-13.50,-6.50,501.77
18,3,13.50,-6.50,501.77
19,3,-15.00,-6.50,514.77
20,3,15.00,-6.50,514.77
21,3,-16.50,-6.50,540.83
22,3,16.50,-6.50,540.83
23,3,-18.00,-6.50,551.53
24,3,18.00,-6.50,551.53
25,3,-19.50,-6.50,561.15
26,3,19.50,-6.50,561.15
27,3,-21.00,-6.50,569.44
28,3,21.00,-6.50,569.44
29,3,-22.50,-6.50,576.07
30,3,22.50,-6.50,576.07
31,3,-24.00,-6.50,580.58
32,3,24.00,-6.50,580.58
33,3,-25.50,-6.50,582.35
34,3,25.50,-6.50,582.35
35,3,-27.00,-6.50,580.74
36,3,27.00,-6.50,580.74
37,3,-28.50,-6.50,578.66
38,3,28.50,-6.50,578.66
39,3,-30.00,-6.50,576.58
40,3,30.00,-6.50,576.58
41,3,-31.50,-6.50,574.49
42,3,31.50,-6.50,574.49
43,3,-33.00,-6.50,572.41
44,3,33.00,-6.50,572.41
45,3,-34.50,-6.50,570.34
46,3,34.50,-6.50,570.34
47,3,-36.00,-6.50,568.29
48,3,36.00,-6.50,568.29
49,3,-37.50,-6.50,566.26
50,3,37.50,-6.50,566.26
51,3,-39.00,-6.50,564.25
52,3,39.00,-6.50,564.25
53,3,-40.50,-6.50,562.27
54,3,40.50,-6.50,562.27
55,3,-42.00,-6.50,560.32
56,3,42.00,-6.50,560.32
57,3,-43.50,-6.50,558.40
58,3,43.50,-6.50,558.40
59,3,-45.00,-6.50,556.52
60,3,45.00,-6.50,556.52
61,3,-46.50,-6.50,554.67
62,3,46.50,-6.50,554.67
63,3,-48.00,-6.50,552.86
64,3,48.00,-6.50,552.85
65,3,-49.50,-6.50,551.08
66,3,49.50,-6.50,551.08
67,3,-51.00,-6.50,549.34
68,3,51.00,-6.50,549.34
69,3,-52.50,-6.50,547.64
70,3,52.50,-6.50,547.64
71,3,-54.00,-6.50,545.98
72,3,54.00,-6.50,545.98
73,3,-55.50,-6.50,544.35
74,3,55.50,-6.50,544.35
75,3,-57.00,-6.50,542.76
76,3,57.00,-6.50,542.76
77,3,-58.50,-6.50,541.21
78,3,58.50,-6.50,541.21
79,3,-60.00,-6.50,539.70
80,3,60.00,-6.50,539.70
81,3,-61.50,-6.50,538.22
82,3,61.50,-6.50,538.22
83,3,-63.00,-6.50,536.77
84,3,63.00,-6.50,536.77
85,3,-64.50,-6.50,535.36
86,3,64.50,-6.50,535.36
87,3,-66.00,-6.50,533.99
88,3,66.00,-6.50,533.99
89,3,-67.50,-6.50,532.65
90,3,67.50,-6.50,532.65
91,3,-69.00,-6.50,531.34
92,3,69.00,-6.50,531.34
93,3,-70.50,-6.50,530.06
94,3,70.50,-6.50,530.06
95,3,-72.00,-6.50,528.82
96,3,72.00,-6.50,528.82
97,3,-73.50,-6.50,527.60
98,3,73.50,-6.50,527.60
99,3,-75.00,-6.50,526.42
0,4,0.00,-8.00,479.45
1,4,-1.50,-8.00,462.19
2,4,1.50,-8.00,462.19
3,4,-3.00,-8.00,445.57
4,4,3.00,-8.00,445.57
5,4,-4.50,-8.00,448.44
6,4,4.50,-8.00,448.44
7,4,-6.00,-8.00,437.96
8,4,6.00,-8.00,437.96
9,4,-7.50,-8.00,445.41
10,4,7.50,-8.00,445.41
11,4,-9.00,-8.00,438.00
12,4,9.00,-8.00,438.00
13,4,-10.50,-8.00,452.94
14,4,10.50,-8.00,452.94
15,4,-12.00,-8.00,461.69
16,4,12.00,-8.00,461.69
17,4,-13.50,-8.00,472.18
18,4,13.50,-8.00,472.18
19,4,-15.00,-8.00,486.26
20,4,15.00,-8.00,486.26
21,4,-16.50,-8.00,515.14
22,4,16.50,-8.00,515.14
23,4,-18.00,-8.00,527.54
24,4,18.00,-8.00,527.54
25,4,-19.50,-8.00,539.20
26,4,19.50,-8.00,539.20
27,4,-21.00,-8.00,549.95
28,4,21.00,-8.00,549.95
29,4,-22.50,-8.00,559.63
30,4,22.50,-8.00,559.63
31,4,-24.00,-8.00,567.97
32,4,24.00,-8.00,567.97
33,4,-25.50,-8.00,574.65
34,4,25.50,-8.00,574.65
35,4,-27.00,-8.00,579.18
36,4,27.00,-8.00,579.18
37,4,-28.50,-8.00,580.95
38,4,28.50,-8.00,580.95
39,4,-30.00,-8.00,578.84
40,4,30.00,-8.00,578.84
41,4,-31.50,-8.00,577.20
42,4,31.50,-8.00,577.20
43,4,-33.00,-8.00,575.10
44,4,33.00,-8.00,575.10
45,4,-34.50,-8.00,573.01
46,4,34.50,-8.00,573.01
47,4,-36.00,-8.00,570.94
48,4,36.00,-8.00,570.94
49,4,-37.50,-8.00,568.89
50,4,37.50,-8.00,568.89
51,4,-39.00,-8.00,566.86
52,4,39.00,-8.00,566.86
53,4,-40.50,-8.00,564.85
54,4,40.50,-8.00,564.85
55,4,-42.00,-8.00,562.88
56,4,42.00,-8.00,562.88
57,4,-43.50,-8.00,560.94
58,4,43.50,-8.00,560.94
59,4,-45.00,-8.00,559.03
60,4,45.00,-8.00,559.03
61,4,-46.50,-8.00,557.16
62,4,46.50,-8.00,557.16
63,4,-48.00,-8.00,555.32
64,4,48.00,-8.00,555.32
65,4,-49.50,-8.00,553.52
66,4,49.50,-8.00,553.52
67,4,-51.00,-8.00,551.76
68,4,51.00,-8.00,551.76
69,4,-52.50,-8.00,550.04
70,4,52.50,-8.00,550.04
71,4,-54.00,-8.00,548.35
72,4,54.00,-8.00,548.35
73,4,-55.50,-8.00,546.70
74,4,55.50,-8.00,546.70
75,4,-57.00,-8.00,545.08
76,4,57.00,-8.00,545.08
77,4,-58.50,-8.00,543.51
78,4,58.50,-8.00,543.51
79,4,-60.00,-8.00,541.97
80,4,60.00,-8.00,541.97
81,4,-61.50,-8.00,540.47
82,4,61.50,-8.00,540.47
83,4,-63.00,-8.00,539.00
84,4,63.00,-8.00,539.00
85,4,-64.50,-8.00,537.57
86,4,64.50,-8.00,537.57
87,4,-66.00,-8.00,536.17
88,4,66.00,-8.00,536.17
89,4,-67.50,-8.00,534.80
90,4,67.50,-8.00,534.80
91,4,-69.00,-8.00,533.47
92,4,69.00,-8.00,533.47
93,4,-70.50,-8.00,532.17
94,4,70.50,-8.00,532.17
95,4,-72.00,-8.00,530.90
96,4,72.00,-8.00,530.90
97,4,-73.50,-8.00,529.67
98,4,73.50,-8.00,529.67
99,4,-75.00,-8.00,528.46
0,5,0.00,-9.50,481.57
1,5,-1.50,-9.50,481.97
2,5,1.50,-9.50,481.97
3,5,-3.00,-9.50,482.23
4,5,3.00,-9.50,482.23
5,5,-4.50,-9.50,483.74
6,5,4.50,-9.50,483.74
7,5,-6.00,-9.50,467.84
8,5,6.00,-9.50,467.84
9,5,-7.50,-9.50,471.68
10,5,7.50,-9.50,471.68
11,5,-9.00,-9.50,459.15
12,5,9.00,-9.50,459.15
13,5,-10.50,-9.50,461.93
14,5,10.50,-9.50,461.93
15,5,-12.00,-9.50,471.31
16,5,12.00,-9.50,471.31
17,5,-13.50,-9.50,476.34
18,5,13.50,-9.50,476.34
19,5,-15.00,-9.50,476.22
20,5,15.00,-9.50,476.22
21,5,-16.50,-9.50,486.69
22,5,16.50,-9.50,486.69
23,5,-18.00,-9.50,499.91
24,5,18.00,-9.50,499.91
25,5,-19.50,-9.50,513.02
26,5,19.50,-9.50,513.02
27,5,-21.00,-9.50,525.49
28,5,21.00,-9.50,525.49
29,5,-22.50,-9.50,537.22
30,5,22.50,-9.50,537.22
31,5,-24.00,-9.50,548.05
32,5,24.00,-9.50,548.05
33,5,-25.50,-9.50,557.80
34,5,25.50,-9.50,557.80
35,5,-27.00,-9.50,566.22
36,5,27.00,-9.50,566.22
37,5,-28.50,-9.50,572.95
38,5,28.50,-9.50,572.95
39,5,-30.00,-9.50,570.79
40,5,30.00,-9.50,570.79
41,5,-31.50,-9.50,575.40
42,5,31.50,-9.50,575.40
43,5,-33.00,-9.50,577.22
44,5,33.00,-9.50,577.22
45,5,-34.50,-9.50,575.58
46,5,34.50,-9.50,575.58
47,5,-36.00,-9.50,573.49
48,5,36.00,-9.50,573.49
49,5,-37.50,-9.50,571.42
50,5,37.50,-9.50,571.42
51,5,-39.00,-9.50,569.37
52,5,39.00,-9.50,569.37
53,5,-40.50,-9.50,567.35
54,5,40.50,-9.50,567.35
55,5,-42.00,-9.50,565.36
56,5,42.00,-9.50,565.36
57,5,-43.50,-9.50,563.40
58,5,43.50,-9.50,563.40
59,5,-45.00,-9.50,561.48
60,5,45.00,-9.50,561.48
61,5,-46.50,-9.50,559.58
62,5,46.50,-9.50,559.58
63,5,-48.00,-9.50,557.72
64,5,48.00,-9.50,557.72
65,5,-49.50,-9.50,555.90
66,5,49.50,-9.50,555.90
67,5,-51.00,-9.50,554.12
68,5,51.00,-9.50,554.12
69,5,-52.50,-9.50,552.37
70,5,52.50,-9.50,552.37
71,5,-54.00,-9.50,550.66
72,5,54.00,-9.50,550.66
73,5,-55.50,-9.50,548.99
74,5,55.50,-9.50,548.99
75,5,-57.00,-9.50,547.36
76,5,57.00,-9.50,547.36
77,5,-58.50,-9.50,545.76
78,5,58.50,-9.50,545.76
79,5,-60.00,-9.50,544.20
80,5,60.00,-9.50,544.20
81,5,-61.50,-9.50,542.67
82,5,61.50,-9.50,542.67
83,5,-63.00,-9.50,541.18
84,5,63.00,-9.50,541.18
85,5,-64.50,-9.50,539.73
86,5,64.50,-9.50,539.73
87,5,-66.00,-9.50,538.31
88,5,66.00,-9.50,538.31
89,5,-67.50,-9.50,536.92
90,5,67.50,-9.50,536.92
91,5,-69.00,-9.50,535.57
92,5,69.00,-9.50,535.57
93,5,-70.50,-9.50,534.25
94,5,70.50,-9.50,534.25
95,5,-72.00,-9.50,532.96
96,5,72.00,-9.50,532.96
97,5,-73.50,-9.50,531.70
98,5,73.50,-9.50,531.70
99,5,-75.00,-9.50,530.47
0,6,0.00,-11.00,520.21
1,6,-1.50,-11.00,501.97
2,6,1.50,-11.00,501.97
3,6,-3.00,-11.00,520.57
4,6,3.00,-11.00,520.57
5,6,-4.50,-11.00,503.03
6,6,4.50,-11.00,503.03
7,6,-6.00,-11.00,503.34
8,6,6.00,-11.00,503.34
9,6,-7.50,-11.00,487.06
10,6,7.50,-11.00,487.06
11,6,-9.00,-11.00,506.09
12,6,9.00,-11.00,506.09
13,6,-10.50,-11.00,491.83
14,6,10.50,-11.00,491.83
15,6,-12.00,-11.00,493.52
16,6,12.00,-11.00,493.52
17,6,-13.50,-11.00,482.86
18,6,13.50,-11.00,482.86
19,6,-15.00,-11.00,486.50
20,6,15.00,-11.00,486.50
21,6,-16.50,-11.00,491.02
22,6,16.50,-11.00,491.02
23,6,-18.00,-11.00,496.72
24,6,18.00,-11.00,496.72
25,6,-19.50,-11.00,504.00
26,6,19.50,-11.00,504.00
27,6,-21.00,-11.00,512.97
28,6,21.00,-11.00,512.97
29,6,-22.50,-11.00,525.50
30,6,22.50,-11.00,525.50
31,6,-24.00,-11.00,537.29
32,6,24.00,-11.00,537.29
33,6,-25.50,-11.00,534.99
34,6,25.50,-11.00,534.99
35,6,-27.00,-11.00,545.92
36,6,27.00,-11.00,545.92
37,6,-28.50,-11.00,555.76
38,6,28.50,-11.00,555.76
39,6,-30.00,-11.00,564.27
40,6,30.00,-11.00,564.27
41,6,-31.50,-11.00,571.08
42,6,31.50,-11.00,571.08
43,6,-33.00,-11.00,568.92
44,6,33.00,-11.00,568.92
45,6,-34.50,-11.00,573.60
46,6,34.50,-11.00,573.60
47,6,-36.00,-11.00,575.47
48,6,36.00,-11.00,575.47
49,6,-37.50,-11.00,573.39
50,6,37.50,-11.00,573.39
51,6,-39.00,-11.00,571.80
52,6,39.00,-11.00,571.80
53,6,-40.50,-11.00,569.77
54,6,40.50,-11.00,569.77
55,6,-42.00,-11.00,567.76
56,6,42.00,-11.00,567.76
57,6,-43.50,-11.00,565.78
58,6,43.50,-11.00,565.78
59,6,-45.00,-11.00,563.84
60,6,45.00,-11.00,563.84
61,6,-46.50,-11.00,561.93
62,6,46.50,-11.00,561.93
63,6,-48.00,-11.00,560.06
64,6,48.00,-11.00,560.06
65,6,-49.50,-11.00,558.22
66,6,49.50,-11.00,558.22
67,6,-51.00,-11.00,556.41
68,6,51.00,-11.00,556.41
69,6,-52.50,-11.00,554.65
70,6,52.50,-11.00,554.65
71,6,-54.00,-11.00,552.92
72,6,54.00,-11.00,552.92
73,6,-55.50,-11.00,551.23
74,6,55.50,-11.00,551.23
75,6,-57.00,-11.00,549.57
76,6,57.00,-11.00,549.57
77,6,-58.50,-11.00,547.96
78,6,58.50,-11.00,547.96
79,6,-60.00,-11.00,546.38
80,6,60.00,-11.00,546.38
81,6,-61.50,-11.00,544.83
82,6,61.50,-11.00,544.83
83,6,-63.00,-11.00,543.32
84,6,63.00,-11.00,543.32
85,6,-64.50,-11.00,541.85
86,6,64.50,-11.00,541.85
87,6,-66.00,-11.00,540.41
88,6,66.00,-11.00,540.41
89,6,-67.50,-11.00,539.00
90,6,67.50,-11.00,539.00
91,6,-69.00,-11.00,537.63
92,6,69.00,-11.00,537.63
93,6,-70.50,-11.00,536.29
94,6,70.50,-11.00,536.29
95,6,-72.00,-11.00,534.98
96,6,72.00,-11.00,534.98
97,6,-73.50,-11.00,533.70
98,6,73.50,-11.00,533.70
99,6,-75.00,-11.00,532.45
0,7,0.00,-12.50,522.14
1,7,-1.50,-12.50,522.12
2,7,1.50,-12.50,522.12
3,7,-3.00,-12.50,503.93
4,7,3.00,-12.50,503.93
5,7,-4.50,-12.50,522.59
6,7,4.50,-12.50,522.59
7,7,-6.00,-12.50,522.66
8,7,6.00,-12.50,522.66
9,7,-7.50,-12.50,522.72
10,7,7.50,-12.50,522.72
11,7,-9.00,-12.50,506.06
12,7,9.00,-12.50,506.06
13,7,-10.50,-12.50,506.61
14,7,10.50,-12.50,506.61
15,7,-12.00,-12.50,507.32
16,7,12.00,-12.50,507.32
17,7,-13.50,-12.50,493.66
18,7,13.50,-12.50,493.66
19,7,-15.00,-12.50,495.62
20,7,15.00,-12.50,495.62
21,7,-16.50,-12.50,498.08
22,7,16.50,-12.50,498.08
23,7,-18.00,-12.50,501.21
24,7,18.00,-12.50,501.21
25,7,-19.50,-12.50,505.20
26,7,19.50,-12.50,505.20
27,7,-21.00,-12.50,510.35
28,7,21.00,-12.50,510.35
29,7,-22.50,-12.50,501.43
30,7,22.50,-12.50,501.43
31,7,-24.00,-12.50,510.86
32,7,24.00,-12.50,510.86
33,7,-25.50,-12.50,523.03
34,7,25.50,-12.50,523.03
35,7,-27.00,-12.50,534.92
36,7,27.00,-12.50,534.92
37,7,-28.50,-12.50,545.91
38,7,28.50,-12.50,545.91
39,7,-30.00,-12.50,543.63
40,7,30.00,-12.50,543.63
41,7,-31.50,-12.50,553.58
42,7,31.50,-12.50,553.58
43,7,-33.00,-12.50,562.19
44,7,33.00,-12.50,562.19
45,7,-34.50,-12.50,560.00
46,7,34.50,-12.50,560.00
47,7,-36.00,-12.50,566.95
48,7,36.00,-12.50,566.95
49,7,-37.50,-12.50,571.72
50,7,37.50,-12.50,571.72
51,7,-39.00,-12.50,569.64
52,7,39.00,-12.50,569.64
53,7,-40.50,-12.50,571.61
54,7,40.50,-12.50,571.61
55,7,-42.00,-12.50,569.60
56,7,42.00,-12.50,569.60
57,7,-43.50,-12.50,568.08
58,7,43.50,-12.50,568.08
59,7,-45.00,-12.50,566.13
60,7,45.00,-12.50,566.13
61,7,-46.50,-12.50,564.20
62,7,46.50,-12.50,564.20
63,7,-48.00,-12.50,562.32
64,7,48.00,-12.50,562.32
65,7,-49.50,-12.50,560.46
66,7,49.50,-12.50,560.46
67,7,-51.00,-12.50,558.64
68,7,51.00,-12.50,558.64
69,7,-52.50,-12.50,556.86
70,7,52.50,-12.50,556.86
71,7,-54.00,-12.50,555.12
72,7,54.00,-12.50,555.12
73,7,-55.50,-12.50,553.41
74,7,55.50,-12.50,553.41
75,7,-57.00,-12.50,551.74
76,7,57.00,-12.50,551.74
77,7,-58.50,-12.50,550.10
78,7,58.50,-12.50,550.10
79,7,-60.00,-12.50,548.50
80,7,60.00,-12.50,548.50
81,7,-61.50,-12.50,546.94
82,7,61.50,-12.50,546.94
83,7,-63.00,-12.50,545.42
84,7,63.00,-12.50,545.42
85,7,-64.50,-12.50,543.92
86,7,64.50,-12.50,543.92
87,7,-66.00,-12.50,542.46
88,7,66.00,-12.50,542.46
89,7,-67.50,-12.50,541.04
90,7,67.50,-12.50,541.04
91,7,-69.00,-12.50,539.65
92,7,69.00,-12.50,539.65
93,7,-70.50,-12.50,538.29
94,7,70.50,-12.50,538.29
95,7,-72.00,-12.50,536.96
96,7,72.00,-12.50,536.96
97,7,-73.50,-12.50,535.67
