x_pos;power
48.1989;472.004
48.2989;471.958
48.3989;471.913
48.4989;471.867
48.5989;471.822
48.6989;471.777
48.7989;471.732
48.8989;471.687
48.9989;471.643
49.0989;471.598
49.1989;471.554
49.2989;471.51
49.3989;471.466
49.4989;471.422
49.5989;471.379
49.6989;471.335
49.7989;471.292
49.8989;471.249
49.9989;471.206
50.0989;471.163
50.1989;471.121
50.2989;471.078
50.3989;471.036
50.4989;470.994
50.5989;470.952
50.6988;470.91
50.7988;470.868
50.8988;470.827
50.9988;470.785
51.0988;470.744
51.1988;470.703
51.2988;470.662
51.3988;470.621
51.4988;470.581
51.5988;470.54
51.6988;470.5
51.7988;470.459
51.8988;470.419
51.9988;470.379
52.0988;470.34
52.1988;470.3
52.2988;470.26
52.3988;470.221
52.4988;470.182
52.5988;470.143
52.6988;470.104
52.7988;470.065
52.8988;470.026
52.9988;469.988
53.0988;469.949
53.1988;469.911
53.2988;469.873
53.3988;469.835
53.4988;469.797
53.5988;469.759
53.6988;469.722
53.7988;469.684
53.8988;469.647
53.9988;469.609
54.0988;469.572
54.1988;469.535
54.2988;469.499
54.3988;469.462
54.4988;469.425
54.5988;469.389
54.6988;469.352
54.7988;469.316
54.8988;469.28
54.9988;469.244
55.0988;469.208
55.1988;469.172
55.2988;469.137
55.3988;469.101
55.4988;469.066
55.5988;469.031
55.6988;468.995
55.7988;468.96
55.8988;468.926
55.9988;468.891
56.0988;468.856
56.1988;468.822
56.2988;468.787
56.3988;468.753
56.4988;468.718
56.5988;468.684
56.6988;468.65
56.7988;468.616
56.8988;468.583
56.9988;468.549
57.0988;468.516
57.1987;468.482
57.2987;468.449
57.3987;468.415
57.4987;468.382
57.5987;468.349
57.6987;468.316
57.7987;468.284
57.8987;468.251
57.9987;468.218
58.0987;468.186
58.1987;468.154
58.2987;468.121
58.3987;468.089
58.4987;468.057
58.5987;468.025
58.6987;467.993
58.7987;467.961
58.8987;467.93
58.9987;467.898
59.0987;467.867
59.1987;467.835
59.2987;467.804
59.3987;467.773
59.4987;467.742
59.5987;467.711
59.6987;467.68
59.7987;467.649
59.8987;467.619
59.9987;467.588
60.0987;467.558
60.1987;467.527
60.2987;467.497
60.3987;467.467
60.4987;467.437
60.5987;467.407
60.6987;467.377
60.7987;467.347
60.8987;467.317
60.9987;467.288
61.0987;467.258
61.1987;467.229
61.2987;467.199
61.3987;467.17
61.4987;467.141
61.5987;467.112
61.6987;467.083
61.7987;467.054
61.8987;467.025
61.9987;466.996
62.0987;466.967
62.1987;466.939
62.2987;466.91
62.3987;466.882
62.4987;466.854
62.5987;466.825
62.6987;466.797
62.7987;466.769
62.8987;466.741
62.9987;466.713
63.0987;466.686
63.1987;466.658
63.2987;466.63
63.3987;466.603
63.4987;466.575
63.5987;466.548
63.6987;466.52
63.7986;466.493
63.8986;466.466
63.9986;466.439
64.0986;466.412
64.1986;466.385
64.2986;466.358
64.3986;466.332
64.4986;466.305
64.5986;466.278
64.6986;466.252
64.7986;466.225
64.8986;466.199
64.9986;466.173
65.0986;466.146
65.1986;466.12
65.2986;466.094
65.3986;466.068
65.4986;466.042
65.5986;466.017
65.6986;465.991
65.7986;465.965
65.8986;465.94
65.9986;465.914
66.0986;465.888
66.1986;465.863
66.2986;465.838
66.3986;465.813
66.4986;465.787
66.5986;465.762
66.6986;465.737
66.7986;465.712
66.8986;465.687
66.9986;465.663
67.0986;465.638
67.1986;465.613
67.2986;465.589
67.3986;465.564
67.4986;465.54
67.5986;465.515
67.6986;465.491
67.7986;465.467
67.8986;465.442
67.9986;465.418
68.0986;465.394
68.1986;465.37
68.2986;465.346
68.3986;465.322
68.4986;465.299
68.5986;465.275
68.6986;465.251
68.7986;465.228
68.8986;465.204
68.9986;465.181
69.0986;465.157
69.1986;465.134
69.2986;465.111
69.3986;465.087
69.4986;465.064
69.5986;465.041
69.6986;465.018
69.7986;464.995
69.8986;464.972
69.9986;464.949
70.0986;464.927
70.1986;464.904
70.2986;464.881
70.3986;464.859
70.4986;464.836
70.5985;464.814
70.6985;464.791
70.7985;464.769
70.8985;464.747
70.9985;464.725
71.0985;464.702
71.1985;464.68
71.2985;464.658
71.3985;464.636
71.4985;464.614
71.5985;464.592
71.6985;464.571
71.7985;464.549
71.8985;464.527
71.9985;464.505
72.0985;464.484
72.1985;464.462
72.2985;464.441
72.3985;464.42
72.4985;464.398
72.5985;464.377
72.6985;464.356
72.7985;464.335
72.8985;464.313
72.9985;464.292
73.0985;464.271
73.1985;464.25
73.2985;464.229
73.3985;464.208
73.4985;464.188
73.5985;464.167
73.6985;464.146
73.7985;464.126
73.8985;464.105
73.9985;464.085
74.0985;464.064
74.1985;464.044
74.2985;464.023
74.3985;464.003
74.4985;463.983
74.5985;463.962
74.6985;463.942
74.7985;463.922
74.8985;463.902
74.9985;463.882
75.0985;463.862
75.1985;463.842
75.2985;463.822
75.3985;463.803
75.4985;463.783
75.5985;463.763
75.6985;463.743
75.7985;463.724
75.8985;463.704
75.9985;463.685
76.0985;463.665
76.1985;463.646
76.2985;463.627
76.3985;463.607
76.4985;463.588
76.5985;463.569
76.6985;463.55
76.7985;463.53
76.8985;463.511
76.9985;463.492
77.0984;463.473
77.1984;463.454
77.2984;463.436
77.3984;463.417
77.4984;463.398
77.5984;463.379
77.6984;463.361
77.7984;463.342
77.8984;463.323
77.9984;463.305
78.0984;463.286
78.1984;463.268
78.2984;463.249
78.3984;463.231
78.4984;463.213
78.5984;463.194
78.6984;463.176
78.7984;463.158
78.8984;463.14
78.9984;463.122
79.0984;463.104
79.1984;463.085
79.2984;463.068
79.3984;463.05
79.4984;463.032
79.5984;463.014
79.6984;462.996
79.7984;462.978
79.8984;462.961
79.9984;462.943
80.0984;462.925
80.1984;462.908
80.2984;462.89
80.3984;462.873
80.4984;462.855
80.5984;462.838
80.6984;462.82
80.7984;462.803
80.8984;462.786
80.9984;462.768
81.0984;462.751
81.1984;462.734
81.2984;462.717
81.3984;462.7
81.4984;462.683
81.5984;462.666
81.6984;462.649
81.7984;462.632
81.8984;462.615
81.9984;462.598
82.0984;462.581
82.1984;462.564
82.2984;462.548
82.3984;462.531
82.4984;462.514
82.5984;462.498
82.6984;462.481
82.7984;462.465
82.8984;462.448
82.9984;462.432
83.0984;462.415
83.1984;462.399
83.2984;462.382
83.3984;462.366
83.4984;462.35
83.5984;462.334
83.6983;462.317
83.7983;462.301
83.8983;462.285
83.9983;462.269
84.0983;462.253
84.1983;462.237
84.2983;462.221
84.3983;462.205
84.4983;462.189
84.5983;462.173
84.6983;462.157
84.7983;462.142
84.8983;462.126
84.9983;462.11
85.0983;462.094
85.1983;462.079
85.2983;462.063
85.3983;462.048
85.4983;462.032
85.5983;462.017
85.6983;462.001
85.7983;461.986
85.8983;461.97
85.9983;461.955
86.0983;461.939
86.1983;461.924
86.2983;461.909
86.3983;461.894
86.4983;461.878
86.5983;461.863
86.6983;461.848
86.7983;461.833
86.8983;461.818
86.9983;461.803
87.0983;461.788
87.1983;461.773
87.2983;461.758
87.3983;461.743
87.4983;461.728
87.5983;461.713
87.6983;461.699
87.7983;461.684
87.8983;461.669
87.9983;461.654
88.0983;461.64
88.1983;461.625
88.2983;461.61
88.3983;461.596
88.4983;461.581
88.5983;461.567
88.6983;461.552
88.7983;461.538
88.8983;461.523
88.9983;461.509
89.0983;461.495
89.1983;461.48
89.2983;461.466
89.3983;461.452
89.4983;461.438
89.5983;461.423
89.6983;461.409
89.7983;461.395
89.8983;461.381
89.9983;461.367
90.0983;461.353
90.1982;461.339
90.2982;461.325
90.3982;461.311
90.4982;461.297
90.5982;461.283
90.6982;461.269
90.7982;461.255
90.8982;461.241
90.9982;461.228
91.0982;461.214
91.1982;461.2
91.2982;461.187
91.3982;461.173
91.4982;461.159
91.5982;461.146
91.6982;461.132
91.7982;461.118
91.8982;461.105
91.9982;461.091
92.0982;461.078
92.1982;461.065
92.2982;461.051
92.3982;461.038
92.4982;461.024
92.5982;461.011
92.6982;460.998
92.7982;460.984
92.8982;460.971
92.9982;460.958
93.0982;460.945
93.1982;460.932
93.2982;460.919
93.3982;460.905
93.4982;460.892
93.5982;460.879
93.6982;460.866
93.7982;460.853
93.8982;460.84
93.9982;460.827
94.0982;460.814
94.1982;460.802
94.2982;460.789
94.3982;460.776
94.4982;460.763
94.5982;460.75
94.6982;460.738
94.7982;460.725
94.8982;460.712
94.9982;460.699
95.0982;460.687
95.1982;460.674
95.2982;460.662
95.3982;460.649
95.4982;460.636
95.5982;460.624
95.6982;460.611
95.7982;460.599
95.8982;460.586
95.9982;460.574
96.0982;460.562
96.1982;460.549
96.2982;460.537
96.3982;460.525
96.4982;460.512
96.5982;460.5
96.6982;460.488
96.7981;460.476
96.8981;460.463
96.9981;460.451
97.0981;460.439
97.1981;460.427
97.2981;460.415
97.3981;460.403
97.4981;460.391
97.5981;460.379
97.6981;460.367
97.7981;460.355
97.8981;460.343
97.9981;460.331
98.0981;460.319
98.1981;460.307
98.2981;460.295
98.3981;460.283
98.4981;460.271
98.5981;460.26
98.6981;460.248
98.7981;460.236
98.8981;460.224
98.9981;460.213
99.0981;460.201
99.1981;460.189
99.2981;460.178
99.3981;460.166
99.4981;460.154
99.5981;460.143
99.6981;460.131
99.7981;460.12
99.8981;460.108
99.9981;460.097
100.098;460.085
