xpos;power;ReflPercent
-4.40095;934.935;86.2423
-4.30095;935.497;86.2941
-4.20095;936.051;86.3452
-4.10095;936.597;86.3956
-4.00095;937.136;86.4453
-3.90095;937.667;86.4943
-3.80095;938.189;86.5424
-3.70095;938.702;86.5898
-3.60095;939.207;86.6363
-3.50095;939.702;86.682
-3.40095;940.187;86.7268
-3.30095;940.662;86.7706
-3.20095;941.128;86.8135
-3.10095;941.582;86.8554
-3.00095;942.026;86.8964
-2.90095;942.458;86.9362
-2.80095;942.879;86.9751
-2.70095;943.288;87.0128
-2.60095;943.685;87.0495
-2.50095;944.07;87.085
-2.40095;944.442;87.1193
-2.30095;944.802;87.1524
-2.20095;945.148;87.1844
-2.10095;945.48;87.215
-2.00095;945.8;87.2445
-1.90095;946.105;87.2726
-1.80095;946.396;87.2995
-1.70095;946.673;87.325
-1.60095;946.935;87.3492
-1.50095;947.182;87.372
-1.40095;947.414;87.3934
-1.30095;947.631;87.4135
-1.20095;947.833;87.4321
-1.10095;948.019;87.4493
-1.00095;948.19;87.465
-0.900952;948.345;87.4793
-0.800951;948.484;87.4921
-0.700951;948.607;87.5034
-0.600951;948.713;87.5133
-0.500951;948.804;87.5216
-0.400951;948.878;87.5285
-0.300951;948.936;87.5338
-0.200951;948.977;87.5376
-0.100951;949.002;87.5399
-0.000951426;949.01;87.5407
0.0990486;949.002;87.5399
0.199049;948.978;87.5377
0.299049;948.937;87.5339
0.399049;948.879;87.5286
0.499049;948.805;87.5218
0.599049;948.715;87.5135
0.699049;948.609;87.5036
0.799049;948.486;87.4923
0.899049;948.348;87.4795
0.999049;948.193;87.4653
1.09905;948.023;87.4496
1.19905;947.837;87.4324
1.29905;947.635;87.4138
1.39905;947.418;87.3938
1.49905;947.186;87.3724
1.59905;946.939;87.3496
1.69905;946.678;87.3255
1.79905;946.401;87.3
1.89905;946.11;87.2731
1.99905;945.806;87.245
2.09905;945.487;87.2156
2.19905;945.154;87.185
2.29905;944.808;87.153
2.39905;944.449;87.1199
2.49905;944.077;87.0856
2.59905;943.693;87.0501
2.69905;943.296;87.0135
2.79905;942.887;86.9758
2.89905;942.466;86.937
2.99905;942.034;86.8971
3.09905;941.59;86.8562
3.19905;941.136;86.8143
3.29905;940.671;86.7714
3.39905;940.196;86.7276
3.49905;939.711;86.6829
3.59905;939.216;86.6372
3.69905;938.712;86.5907
3.79905;938.199;86.5434
3.89905;937.677;86.4952
3.99905;937.146;86.4463
4.09905;936.608;86.3966
4.19905;936.061;86.3462
4.29905;935.507;86.2951
4.39905;934.946;86.2433
4.49905;934.378;86.1909
4.59905;933.803;86.1379
4.69905;933.222;86.0843
4.79905;932.635;86.0301
4.89905;932.042;85.9754
4.99905;931.443;85.9202
5.09905;930.84;85.8645
5.19905;930.231;85.8084
5.29905;929.618;85.7518
5.39905;929;85.6948
5.49905;928.379;85.6375
5.59905;927.753;85.5798
5.69905;927.124;85.5217
5.79905;926.491;85.4634
5.89905;925.856;85.4048
5.99905;925.217;85.3459
6.09905;924.576;85.2867
6.19905;923.932;85.2273
6.29905;923.286;85.1678
6.39904;922.639;85.108
6.49904;921.989;85.0481
6.59904;921.338;84.9881
6.69904;920.686;84.9279
6.79904;920.032;84.8676
6.89904;919.378;84.8072
6.99904;918.722;84.7468
7.09904;918.066;84.6863
7.19904;917.41;84.6257
7.29904;916.753;84.5651
7.39904;916.097;84.5046
7.49904;915.44;84.444
7.59904;914.784;84.3835
7.69904;914.128;84.323
7.79904;913.473;84.2625
7.89904;912.818;84.2021
7.99904;912.164;84.1418
8.09904;911.511;84.0815
8.19904;910.859;84.0214
8.29904;910.208;83.9613
8.39904;909.558;83.9014
8.49905;908.91;83.8416
8.59905;908.263;83.782
8.69905;907.618;83.7225
8.79905;906.975;83.6631
8.89905;906.333;83.604
8.99905;905.694;83.545
9.09905;905.056;83.4861
9.19905;904.42;83.4275
9.29905;903.787;83.3691
9.39905;903.156;83.3108
9.49905;902.527;83.2528
9.59905;901.9;83.195
9.69905;901.276;83.1375
9.79905;900.654;83.0801
9.89905;900.035;83.023
9.99905;899.419;82.9661
10.0991;898.805;82.9095
10.1991;898.193;82.8531
10.2991;897.585;82.797
10.3991;896.979;82.7411
10.4991;896.377;82.6855
10.5991;895.777;82.6302
10.6991;895.18;82.5751
10.7991;894.586;82.5203
10.8991;893.994;82.4658
10.9991;893.406;82.4115
11.0991;892.821;82.3576
11.1991;892.24;82.3039
11.2991;891.661;82.2505
11.3991;891.085;82.1974
11.4991;890.512;82.1445
11.5991;889.943;82.092
11.6991;889.376;82.0398
11.7991;888.813;81.9878
11.8991;888.253;81.9362
11.9991;887.697;81.8848
12.0991;887.143;81.8338
12.1991;886.593;81.783
12.2991;886.046;81.7326
12.3991;885.502;81.6824
12.4991;884.961;81.6325
12.5991;884.424;81.583
12.6991;883.89;81.5337
12.7991;883.359;81.4847
12.8991;882.832;81.4361
12.9991;882.307;81.3877
13.0991;881.786;81.3396
13.1991;881.268;81.2919
13.2991;880.754;81.2444
13.3991;880.243;81.1972
13.4991;879.734;81.1504
13.5991;879.23;81.1038
13.6991;878.728;81.0575
13.7991;878.229;81.0115
13.8991;877.734;80.9659
13.9991;877.242;80.9205
14.0991;876.753;80.8754
14.1991;876.267;80.8306
14.2991;875.785;80.786
14.3991;875.305;80.7418
14.4991;874.829;80.6979
14.5991;874.356;80.6542
14.6991;873.886;80.6109
14.7991;873.419;80.5678
14.8991;872.955;80.525
14.9991;872.494;80.4825
15.0991;872.037;80.4403
15.1991;871.582;80.3983
15.2991;871.13;80.3567
15.3991;870.682;80.3153
15.4991;870.236;80.2742
15.5991;869.793;80.2334
15.6991;869.354;80.1928
15.7991;868.917;80.1525
15.8991;868.483;80.1125
15.9991;868.052;80.0727
16.0991;867.624;80.0332
16.1991;867.199;79.994
16.2991;866.776;79.9551
16.3991;866.357;79.9164
16.4991;865.94;79.8779
16.5991;865.527;79.8398
16.6991;865.115;79.8018
16.7991;864.707;79.7642
16.8991;864.302;79.7268
16.9991;863.899;79.6896
17.0991;863.499;79.6527
17.1991;863.101;79.6161
17.2991;862.707;79.5797
17.3991;862.315;79.5435
17.4991;861.925;79.5076
17.5991;861.538;79.4719
17.6991;861.154;79.4364
17.7991;860.773;79.4013
17.8991;860.394;79.3663
17.9991;860.017;79.3316
18.0991;859.643;79.2971
18.1991;859.272;79.2628
18.2991;858.903;79.2288
18.3991;858.536;79.195
18.4991;858.172;79.1614
18.5991;857.811;79.128
18.6991;857.452;79.0949
18.7991;857.095;79.062
18.8991;856.741;79.0293
18.9991;856.389;78.9968
19.0991;856.039;78.9646
19.1991;855.692;78.9325
19.2991;855.346;78.9007
19.3991;855.004;78.8691
19.4991;854.663;78.8377
19.5991;854.325;78.8065
19.6991;853.989;78.7755
19.7991;853.656;78.7447
19.8991;853.324;78.7142
19.9991;852.995;78.6838
20.0991;852.668;78.6536
20.1991;852.343;78.6236
20.2991;852.02;78.5938
20.3991;851.699;78.5643
20.4991;851.38;78.5349
20.5991;851.064;78.5057
20.6991;850.749;78.4767
20.7991;850.437;78.4478
20.8991;850.127;78.4192
20.9991;849.818;78.3908
21.0991;849.512;78.3625
21.1991;849.207;78.3344
21.2991;848.905;78.3065
21.3991;848.605;78.2788
21.4991;848.306;78.2513
21.5991;848.009;78.2239
21.6991;847.715;78.1967
21.7991;847.422;78.1697
21.8991;847.131;78.1429
21.9991;846.842;78.1162
22.0991;846.555;78.0897
22.1991;846.27;78.0634
22.2991;845.986;78.0373
22.3991;845.704;78.0113
22.4991;845.424;77.9855
22.5991;845.146;77.9598
22.6991;844.87;77.9343
22.7991;844.595;77.909
22.8991;844.322;77.8838
22.9991;844.051;77.8588
23.0991;843.781;77.8339
23.1991;843.514;77.8092
23.2991;843.248;77.7847
23.3991;842.983;77.7603
23.4991;842.72;77.736
23.5991;842.459;77.7119
23.6991;842.2;77.688
23.7991;841.942;77.6642
23.8991;841.685;77.6405
23.9991;841.43;77.617
24.0991;841.177;77.5937
24.1991;840.926;77.5705
24.2991;840.675;77.5474
24.3991;840.427;77.5245
24.4991;840.18;77.5017
24.5991;839.934;77.479
24.6991;839.69;77.4565
24.7991;839.448;77.4341
24.8991;839.207;77.4119
24.9991;838.967;77.3898
25.0991;838.729;77.3678
25.1991;838.492;77.346
25.2991;838.257;77.3243
25.3991;838.023;77.3027
25.4991;837.79;77.2812
25.5991;837.559;77.2599
25.6991;837.329;77.2387
25.7991;837.101;77.2177
25.8991;836.874;77.1967
25.9991;836.648;77.1759
26.0991;836.424;77.1552
26.1991;836.201;77.1347
26.2991;835.979;77.1142
26.3991;835.759;77.0939
26.4991;835.54;77.0737
26.5991;835.322;77.0536
26.6991;835.105;77.0336
26.7991;834.89;77.0137
26.8991;834.676;76.994
26.9991;834.463;76.9744
27.0991;834.252;76.9548
27.1991;834.041;76.9354
27.2991;833.832;76.9162
27.3991;833.624;76.897
27.4991;833.418;76.8779
27.5991;833.212;76.859
27.6991;833.008;76.8401
27.7991;832.805;76.8214
27.8991;832.603;76.8027
27.9991;832.402;76.7842
28.0991;832.202;76.7658
28.1991;832.003;76.7474
28.2991;831.806;76.7292
28.3991;831.609;76.7111
28.4991;831.414;76.6931
28.5991;831.22;76.6752
28.6991;831.027;76.6574
28.7991;830.835;76.6397
28.8991;830.644;76.6221
28.9991;830.454;76.6046
29.0991;830.265;76.5871
29.1991;830.078;76.5698
29.2991;829.891;76.5526
29.3991;829.705;76.5355
29.4991;829.52;76.5184
29.5991;829.337;76.5015
29.6991;829.154;76.4846
29.7991;828.972;76.4679
29.8991;828.792;76.4512
29.9991;828.612;76.4346
30.0991;828.433;76.4181
30.1991;828.256;76.4018
30.2991;828.079;76.3854
30.3991;827.903;76.3692
30.4991;827.728;76.3531
30.5991;827.554;76.3371
30.6991;827.381;76.3211
30.7991;827.209;76.3052
30.8991;827.038;76.2894
30.9991;826.868;76.2737
31.0991;826.699;76.2581
31.1991;826.53;76.2426
31.2991;826.363;76.2271
31.3991;826.196;76.2117
31.4991;826.03;76.1965
31.5991;825.865;76.1812
31.6991;825.701;76.1661
31.7991;825.538;76.1511
31.8991;825.376;76.1361
31.9991;825.214;76.1212
32.0991;825.054;76.1064
32.1991;824.894;76.0916
32.2991;824.735;76.077
32.3991;824.577;76.0624
32.4991;824.419;76.0479
32.5991;824.263;76.0334
32.6991;824.107;76.0191
32.7991;823.952;76.0048
32.8991;823.798;75.9906
32.9991;823.645;75.9764
33.0991;823.492;75.9623
33.1991;823.34;75.9483
33.2991;823.189;75.9344
33.3991;823.039;75.9205
33.4991;822.89;75.9068
33.5991;822.741;75.893
33.6991;822.593;75.8794
33.7991;822.446;75.8658
33.8991;822.299;75.8523
33.9991;822.153;75.8388
34.0991;822.008;75.8255
34.1991;821.864;75.8122
34.2991;821.721;75.7989
34.3991;821.578;75.7857
34.4991;821.435;75.7726
34.5991;821.294;75.7596
34.6991;821.153;75.7466
34.7991;821.013;75.7337
34.8991;820.874;75.7208
34.9991;820.735;75.708
35.0991;820.597;75.6953
35.1991;820.459;75.6826
35.2991;820.323;75.67
35.3991;820.187;75.6574
35.4991;820.051;75.6449
35.5991;819.917;75.6325
35.6991;819.783;75.6201
35.7991;819.649;75.6078
35.8991;819.516;75.5956
35.9991;819.384;75.5834
36.0991;819.253;75.5713
36.1991;819.122;75.5592
36.2991;818.992;75.5472
36.3991;818.862;75.5352
36.4991;818.733;75.5233
36.5991;818.604;75.5115
36.6991;818.477;75.4997
36.7991;818.349;75.488
36.8991;818.223;75.4763
36.9991;818.097;75.4647
37.0991;817.971;75.4531
37.1991;817.846;75.4416
37.2991;817.722;75.4301
37.3991;817.599;75.4187
37.4991;817.475;75.4073
37.599;817.353;75.396
37.699;817.231;75.3848
37.799;817.11;75.3736
37.899;816.989;75.3624
37.999;816.868;75.3513
38.099;816.749;75.3403
38.199;816.63;75.3293
38.299;816.511;75.3184
38.399;816.393;75.3075
38.499;816.275;75.2966
38.599;816.158;75.2858
38.699;816.042;75.2751
38.799;815.926;75.2644
38.899;815.81;75.2537
38.999;815.695;75.2431
39.099;815.581;75.2326
39.199;815.467;75.2221
39.299;815.354;75.2116
39.399;815.241;75.2012
39.499;815.129;75.1908
39.599;815.017;75.1805
39.699;814.905;75.1703
39.799;814.794;75.16
39.899;814.684;75.1498
39.999;814.574;75.1397
40.099;814.465;75.1296
40.199;814.356;75.1196
40.299;814.247;75.1096
40.399;814.139;75.0996
40.499;814.032;75.0897
40.599;813.925;75.0798
40.699;813.818;75.07
40.799;813.712;75.0602
40.899;813.607;75.0505
40.999;813.502;75.0408
41.099;813.397;75.0311
41.199;813.292;75.0215
41.299;813.189;75.0119
41.399;813.085;75.0024
41.499;812.982;74.9929
41.599;812.88;74.9834
41.699;812.778;74.974
41.799;812.676;74.9646
41.899;812.575;74.9553
41.999;812.474;74.946
42.099;812.374;74.9368
42.199;812.274;74.9275
42.299;812.175;74.9184
42.399;812.076;74.9092
42.499;811.977;74.9001
42.599;811.879;74.8911
42.699;811.781;74.882
42.799;811.684;74.8731
42.899;811.587;74.8641
42.999;811.49;74.8552
43.099;811.394;74.8463
43.199;811.298;74.8375
43.299;811.203;74.8287
43.399;811.108;74.8199
43.499;811.013;74.8112
43.599;810.919;74.8025
43.699;810.825;74.7939
43.799;810.732;74.7853
43.899;810.638;74.7767
43.999;810.546;74.7681
44.0989;810.454;74.7596
44.1989;810.362;74.7511
44.2989;810.27;74.7427
44.3989;810.179;74.7343
44.4989;810.088;74.7259
44.5989;809.998;74.7176
44.6989;809.908;74.7093
44.7989;809.818;74.701
44.8989;809.729;74.6927
44.9989;809.64;74.6845
45.0989;809.551;74.6764
45.1989;809.463;74.6682
45.2989;809.375;74.6601
45.3989;809.287;74.652
45.4989;809.2;74.644
45.5989;809.113;74.636
45.6989;809.027;74.628
45.7989;808.94;74.62
45.8989;808.855;74.6121
45.9989;808.769;74.6042
46.0989;808.684;74.5964
46.1989;808.599;74.5885
46.2989;808.515;74.5808
46.3989;808.43;74.573
46.4989;808.347;74.5653
46.5989;808.263;74.5576
46.6989;808.18;74.5499
46.7989;808.097;74.5422
46.8989;808.015;74.5346
46.9989;807.932;74.527
47.0989;807.851;74.5195
47.1989;807.769;74.512
47.2989;807.688;74.5045
47.3989;807.607;74.497
47.4989;807.526;74.4896
47.5989;807.446;74.4821
47.6989;807.366;74.4748
47.7989;807.286;74.4674
47.8989;807.206;74.4601
47.9989;807.127;74.4528
48.0989;807.049;74.4455
48.1989;806.97;74.4383
48.2989;806.892;74.4311
48.3989;806.814;74.4239
48.4989;806.736;74.4167
48.5989;806.659;74.4096
48.6989;806.582;74.4025
48.7989;806.505;74.3954
48.8989;806.429;74.3883
48.9989;806.352;74.3813
49.0989;806.277;74.3743
49.1989;806.201;74.3673
49.2989;806.126;74.3604
49.3989;806.051;74.3535
49.4989;805.976;74.3466
49.5989;805.901;74.3397
49.6989;805.827;74.3328
49.7989;805.753;74.326
49.8989;805.679;74.3192
49.9989;805.606;74.3125
50.0989;805.533;74.3057
50.1989;805.46;74.299
50.2989;805.387;74.2923
50.3989;805.315;74.2856
50.4989;805.243;74.279
50.5989;805.171;74.2723
50.6988;805.1;74.2658
50.7988;805.028;74.2592
50.8988;804.957;74.2526
50.9988;804.887;74.2461
51.0988;804.816;74.2396
51.1988;804.746;74.2331
51.2988;804.676;74.2267
51.3988;804.606;74.2202
51.4988;804.537;74.2138
51.5988;804.467;74.2074
51.6988;804.398;74.201
51.7988;804.33;74.1947
51.8988;804.261;74.1884
51.9988;804.193;74.1821
52.0988;804.125;74.1758
52.1988;804.057;74.1695
52.2988;803.989;74.1633
52.3988;803.922;74.1571
52.4988;803.855;74.1509
52.5988;803.788;74.1448
52.6988;803.722;74.1386
52.7988;803.655;74.1325
52.8988;803.589;74.1264
52.9988;803.523;74.1203
53.0988;803.457;74.1143
53.1988;803.392;74.1082
53.2988;803.327;74.1022
53.3988;803.262;74.0962
53.4988;803.197;74.0902
53.5988;803.132;74.0843
53.6988;803.068;74.0783
53.7988;803.004;74.0724
53.8988;802.94;74.0665
53.9988;802.876;74.0607
54.0988;802.813;74.0548
54.1988;802.75;74.049
54.2988;802.687;74.0432
54.3988;802.624;74.0374
54.4988;802.561;74.0316
54.5988;802.499;74.0258
54.6988;802.437;74.0201
54.7988;802.375;74.0144
54.8988;802.313;74.0087
54.9988;802.252;74.003
55.0988;802.19;73.9974
55.1988;802.129;73.9917
55.2988;802.068;73.9861
55.3988;802.008;73.9805
55.4988;801.947;73.9749
55.5988;801.887;73.9694
55.6988;801.827;73.9638
55.7988;801.767;73.9583
55.8988;801.707;73.9528
55.9988;801.648;73.9473
56.0988;801.588;73.9418
56.1988;801.529;73.9364
56.2988;801.47;73.931
56.3988;801.412;73.9256
56.4988;801.353;73.9201
56.5988;801.295;73.9148
56.6988;801.237;73.9094
56.7988;801.179;73.9041
56.8988;801.121;73.8987
56.9988;801.063;73.8934
57.0988;801.006;73.8881
57.1987;800.949;73.8829
57.2987;800.892;73.8776
57.3987;800.835;73.8724
57.4987;800.778;73.8671
57.5987;800.722;73.8619
57.6987;800.666;73.8568
57.7987;800.61;73.8516
57.8987;800.554;73.8464
57.9987;800.498;73.8413
58.0987;800.443;73.8361
58.1987;800.387;73.8311
58.2987;800.332;73.826
58.3987;800.277;73.8209
58.4987;800.222;73.8158
58.5987;800.168;73.8108
58.6987;800.113;73.8058
58.7987;800.059;73.8008
58.8987;800.005;73.7958
58.9987;799.951;73.7908
59.0987;799.897;73.7858
59.1987;799.843;73.7809
59.2987;799.79;73.7759
59.3987;799.737;73.771
59.4987;799.684;73.7661
59.5987;799.631;73.7613
59.6987;799.578;73.7564
59.7987;799.525;73.7515
59.8987;799.473;73.7467
59.9987;799.421;73.7419
60.0987;799.368;73.7371
60.1987;799.316;73.7323
60.2987;799.265;73.7275
60.3987;799.213;73.7227
60.4987;799.162;73.718
60.5987;799.11;73.7133
60.6987;799.059;73.7085
60.7987;799.008;73.7038
60.8987;798.957;73.6992
60.9987;798.907;73.6945
61.0987;798.856;73.6898
61.1987;798.806;73.6852
61.2987;798.756;73.6805
61.3987;798.706;73.6759
61.4987;798.656;73.6713
61.5987;798.606;73.6667
61.6987;798.556;73.6621
61.7987;798.507;73.6576
61.8987;798.458;73.653
61.9987;798.408;73.6485
62.0987;798.359;73.644
62.1987;798.311;73.6395
62.2987;798.262;73.635
62.3987;798.213;73.6305
62.4987;798.165;73.6261
62.5987;798.117;73.6216
62.6987;798.069;73.6172
62.7987;798.021;73.6127
62.8987;797.973;73.6083
62.9987;797.925;73.6039
63.0987;797.878;73.5995
63.1987;797.83;73.5952
63.2987;797.783;73.5908
63.3987;797.736;73.5865
63.4987;797.689;73.5821
63.5987;797.642;73.5778
63.6987;797.595;73.5735
63.7986;797.549;73.5692
63.8986;797.502;73.5649
63.9986;797.456;73.5607
64.0986;797.41;73.5564
64.1986;797.364;73.5522
64.2986;797.318;73.5479
64.3986;797.272;73.5437
64.4986;797.227;73.5395
64.5986;797.181;73.5353
64.6986;797.136;73.5311
64.7986;797.091;73.527
64.8986;797.046;73.5228
64.9986;797.001;73.5187
65.0986;796.956;73.5145
65.1986;796.911;73.5104
65.2986;796.867;73.5063
65.3986;796.822;73.5022
65.4986;796.778;73.4981
65.5986;796.734;73.494
65.6986;796.69;73.49
65.7986;796.646;73.4859
65.8986;796.602;73.4819
65.9986;796.558;73.4779
66.0986;796.515;73.4738
66.1986;796.471;73.4698
66.2986;796.428;73.4658
66.3986;796.385;73.4619
66.4986;796.342;73.4579
66.5986;796.299;73.4539
66.6986;796.256;73.45
66.7986;796.214;73.4461
66.8986;796.171;73.4421
66.9986;796.129;73.4382
67.0986;796.086;73.4343
67.1986;796.044;73.4304
67.2986;796.002;73.4265
67.3986;795.96;73.4227
67.4986;795.918;73.4188
67.5986;795.876;73.415
67.6986;795.835;73.4111
67.7986;795.793;73.4073
67.8986;795.752;73.4035
67.9986;795.711;73.3997
68.0986;795.67;73.3959
68.1986;795.629;73.3921
68.2986;795.588;73.3883
68.3986;795.547;73.3846
68.4986;795.506;73.3808
68.5986;795.466;73.3771
68.6986;795.425;73.3733
68.7986;795.385;73.3696
68.8986;795.345;73.3659
68.9986;795.305;73.3622
69.0986;795.265;73.3585
69.1986;795.225;73.3548
69.2986;795.185;73.3512
69.3986;795.145;73.3475
69.4986;795.106;73.3438
69.5986;795.066;73.3402
69.6986;795.027;73.3366
69.7986;794.988;73.333
69.8986;794.948;73.3293
69.9986;794.909;73.3257
70.0986;794.87;73.3222
70.1986;794.832;73.3186
70.2986;794.793;73.315
70.3986;794.754;73.3114
70.4986;794.716;73.3079
70.5985;794.677;73.3043
70.6985;794.639;73.3008
70.7985;794.601;73.2973
70.8985;794.563;73.2938
70.9985;794.525;73.2903
71.0985;794.487;73.2868
71.1985;794.449;73.2833
71.2985;794.411;73.2798
71.3985;794.374;73.2763
71.4985;794.336;73.2729
71.5985;794.299;73.2694
71.6985;794.262;73.266
71.7985;794.224;73.2626
71.8985;794.187;73.2591
71.9985;794.15;73.2557
72.0985;794.113;73.2523
72.1985;794.077;73.2489
72.2985;794.04;73.2456
72.3985;794.003;73.2422
72.4985;793.967;73.2388
72.5985;793.93;73.2355
72.6985;793.894;73.2321
72.7985;793.858;73.2288
72.8985;793.822;73.2254
72.9985;793.786;73.2221
73.0985;793.75;73.2188
73.1985;793.714;73.2155
73.2985;793.678;73.2122
73.3985;793.643;73.2089
73.4985;793.607;73.2056
73.5985;793.572;73.2023
73.6985;793.536;73.1991
73.7985;793.501;73.1958
73.8985;793.466;73.1926
73.9985;793.431;73.1893
74.0985;793.396;73.1861
74.1985;793.361;73.1829
74.2985;793.326;73.1797
74.3985;793.291;73.1765
74.4985;793.256;73.1733
74.5985;793.222;73.1701
74.6985;793.187;73.1669
74.7985;793.153;73.1637
74.8985;793.119;73.1606
74.9985;793.085;73.1574
75.0985;793.05;73.1543
75.1985;793.016;73.1511
75.2985;792.982;73.148
75.3985;792.949;73.1449
75.4985;792.915;73.1418
75.5985;792.881;73.1386
75.6985;792.848;73.1356
75.7985;792.814;73.1325
75.8985;792.781;73.1294
75.9985;792.747;73.1263
76.0985;792.714;73.1232
76.1985;792.681;73.1202
76.2985;792.648;73.1171
76.3985;792.615;73.1141
76.4985;792.582;73.111
76.5985;792.549;73.108
76.6985;792.516;73.105
76.7985;792.483;73.102
76.8985;792.451;73.099
76.9985;792.418;73.096
77.0984;792.386;73.093
77.1984;792.353;73.09
77.2984;792.321;73.087
77.3984;792.289;73.084
77.4984;792.257;73.0811
77.5984;792.225;73.0781
77.6984;792.193;73.0752
77.7984;792.161;73.0722
77.8984;792.129;73.0693
77.9984;792.097;73.0664
78.0984;792.066;73.0634
78.1984;792.034;73.0605
78.2984;792.003;73.0576
78.3984;791.971;73.0547
78.4984;791.94;73.0518
78.5984;791.909;73.0489
78.6984;791.877;73.0461
78.7984;791.846;73.0432
78.8984;791.815;73.0403
78.9984;791.784;73.0375
79.0984;791.753;73.0346
79.1984;791.723;73.0318
79.2984;791.692;73.0289
79.3984;791.661;73.0261
79.4984;791.631;73.0233
79.5984;791.6;73.0205
79.6984;791.57;73.0177
79.7984;791.539;73.0149
79.8984;791.509;73.0121
79.9984;791.479;73.0093
80.0984;791.449;73.0065
80.1984;791.418;73.0037
80.2984;791.389;73.001
80.3984;791.359;72.9982
80.4984;791.329;72.9955
80.5984;791.299;72.9927
80.6984;791.269;72.99
80.7984;791.24;72.9872
80.8984;791.21;72.9845
80.9984;791.18;72.9818
81.0984;791.151;72.9791
81.1984;791.122;72.9763
81.2984;791.092;72.9736
81.3984;791.063;72.971
81.4984;791.034;72.9683
81.5984;791.005;72.9656
81.6984;790.976;72.9629
81.7984;790.947;72.9602
81.8984;790.918;72.9576
81.9984;790.889;72.9549
82.0984;790.86;72.9523
82.1984;790.832;72.9496
82.2984;790.803;72.947
82.3984;790.775;72.9443
82.4984;790.746;72.9417
82.5984;790.718;72.9391
82.6984;790.689;72.9365
82.7984;790.661;72.9339
82.8984;790.633;72.9313
82.9984;790.605;72.9287
83.0984;790.577;72.9261
83.1984;790.549;72.9235
83.2984;790.521;72.9209
83.3984;790.493;72.9183
83.4984;790.465;72.9158
83.5984;790.437;72.9132
83.6983;790.409;72.9107
83.7983;790.382;72.9081
83.8983;790.354;72.9056
83.9983;790.327;72.903
84.0983;790.299;72.9005
84.1983;790.272;72.898
84.2983;790.245;72.8954
84.3983;790.217;72.8929
84.4983;790.19;72.8904
84.5983;790.163;72.8879
84.6983;790.136;72.8854
84.7983;790.109;72.8829
84.8983;790.082;72.8804
84.9983;790.055;72.878
85.0983;790.028;72.8755
85.1983;790.001;72.873
85.2983;789.975;72.8706
85.3983;789.948;72.8681
85.4983;789.921;72.8656
85.5983;789.895;72.8632
85.6983;789.869;72.8608
85.7983;789.842;72.8583
85.8983;789.816;72.8559
85.9983;789.789;72.8535
86.0983;789.763;72.851
86.1983;789.737;72.8486
86.2983;789.711;72.8462
86.3983;789.685;72.8438
86.4983;789.659;72.8414
86.5983;789.633;72.839
86.6983;789.607;72.8366
86.7983;789.581;72.8343
86.8983;789.555;72.8319
86.9983;789.53;72.8295
87.0983;789.504;72.8271
87.1983;789.479;72.8248
87.2983;789.453;72.8224
87.3983;789.428;72.8201
87.4983;789.402;72.8177
87.5983;789.377;72.8154
87.6983;789.351;72.8131
87.7983;789.326;72.8107
87.8983;789.301;72.8084
87.9983;789.276;72.8061
88.0983;789.251;72.8038
88.1983;789.226;72.8015
88.2983;789.201;72.7992
88.3983;789.176;72.7969
88.4983;789.151;72.7946
88.5983;789.126;72.7923
88.6983;789.101;72.79
88.7983;789.077;72.7877
88.8983;789.052;72.7854
88.9983;789.027;72.7832
89.0983;789.003;72.7809
89.1983;788.978;72.7786
89.2983;788.954;72.7764
89.3983;788.929;72.7741
89.4983;788.905;72.7719
89.5983;788.881;72.7697
89.6983;788.857;72.7674
89.7983;788.832;72.7652
89.8983;788.808;72.763
89.9983;788.784;72.7607
90.0983;788.76;72.7585
90.1982;788.736;72.7563
90.2982;788.712;72.7541
90.3982;788.688;72.7519
90.4982;788.665;72.7497
90.5982;788.641;72.7475
90.6982;788.617;72.7453
90.7982;788.594;72.7432
90.8982;788.57;72.741
90.9982;788.546;72.7388
91.0982;788.523;72.7366
91.1982;788.499;72.7345
91.2982;788.476;72.7323
91.3982;788.453;72.7301
91.4982;788.429;72.728
91.5982;788.406;72.7258
91.6982;788.383;72.7237
91.7982;788.36;72.7216
91.8982;788.336;72.7194
91.9982;788.313;72.7173
92.0982;788.29;72.7152
92.1982;788.267;72.7131
92.2982;788.245;72.711
92.3982;788.222;72.7088
92.4982;788.199;72.7067
92.5982;788.176;72.7046
92.6982;788.153;72.7025
92.7982;788.131;72.7004
92.8982;788.108;72.6983
92.9982;788.085;72.6963
93.0982;788.063;72.6942
93.1982;788.04;72.6921
93.2982;788.018;72.69
93.3982;787.995;72.688
93.4982;787.973;72.6859
93.5982;787.951;72.6839
93.6982;787.929;72.6818
93.7982;787.906;72.6798
93.8982;787.884;72.6777
93.9982;787.862;72.6757
94.0982;787.84;72.6736
94.1982;787.818;72.6716
94.2982;787.796;72.6696
94.3982;787.774;72.6675
94.4982;787.752;72.6655
94.5982;787.73;72.6635
94.6982;787.708;72.6615
94.7982;787.687;72.6595
94.8982;787.665;72.6575
94.9982;787.643;72.6555
95.0982;787.622;72.6535
95.1982;787.6;72.6515
95.2982;787.578;72.6495
95.3982;787.557;72.6475
95.4982;787.535;72.6455
95.5982;787.514;72.6436
95.6982;787.493;72.6416
95.7982;787.471;72.6396
95.8982;787.45;72.6377
95.9982;787.429;72.6357
96.0982;787.408;72.6338
96.1982;787.386;72.6318
96.2982;787.365;72.6299
